booking_id,customer_id,room_number,room_type,check_in,check_out,duration_days,num_adults,num_children,loyalty_tier,special_amenities,special_requests,booking_status,payment_method,total_amount,points_earned
BK027538,28489,0718,Deluxe,2025-12-08 17:39:40,2025-12-13 16:00:40,5,2,1,Platinum,"Evening Turndown Service, Welcome Champagne","Ocean view preferred, Extra blankets needed, Halal food only, Birthday surprise setup needed, Humidifier requested, Early check-in requested for business meeting, Helicopter transfer requested, Air purifier due to allergies",Confirmed,Diners Club / Carte Blanche,2789.768691151474,8369
BK027539,28098,0206,Standard,2025-04-01 11:08:39,2025-04-12 16:00:39,11,1,1,Platinum,"Airport Transfer, Welcome Champagne",,Confirmed,VISA 16 digit,3933.229293289378,11799
BK027540,31651,0515,Deluxe,2025-11-12 16:20:05,2025-11-18 14:00:05,6,3,0,Gold,"Evening Turndown Service, Executive Lounge Access",,Confirmed,VISA 16 digit,4237.0271519854105,8474
BK027541,7879,1327,Suite,2025-08-28 19:40:07,2025-09-08 11:00:07,11,2,2,Bronze,"Basic WiFi, Welcome Drink",,Cancelled,Diners Club / Carte Blanche,24477.35489917676,24477
BK027542,32664,1009,Deluxe,2025-08-01 00:47:30,2025-08-14 11:00:30,13,3,0,Bronze,"Welcome Drink, Basic WiFi","Near swimming pool, Accessible room required, Corner room preferred, Roll-away bed requested, Hypoallergenic bedding required, King bed preferred, Nut allergy - strict avoidance needed, Kosher meals required, Vegetarian meals needed, Wedding anniversary celebration, Anniversary celebration - room decoration requested, Special occasion cake needed, Daily newspaper delivery, Extra towels needed, Air purifier needed, Printing services required, Meeting room setup needed, Business center access after hours, Airport pickup requested, Private car service needed, Daily driver service requested, Fitness equipment in room requested, Personal trainer session requested, Daily yoga session scheduling",Checked-out,American Express,11884.63051040482,11884
BK027543,8143,1908,Presidential Suite,2026-01-04 03:57:28,2026-01-07 15:57:28,2,2,1,Titanium,"Premium Welcome Gift, Luxury Airport Transfer",,Cancelled,JCB 16 digit,7370.091598323619,29480
BK027544,35656,0519,Deluxe,2025-08-03 21:58:36,2025-08-05 11:00:36,2,3,0,Bronze,"Basic WiFi, Welcome Drink","Corner room preferred, Extra firm pillows, Gluten-free meals required, Anniversary celebration - room decoration requested, International power adapter needed, Video conference setup assistance, Train station pickup needed, Spa appointment scheduling assistance",Checked-in,Diners Club / Carte Blanche,1698.6428824497978,1698
BK027545,401,1330,Suite,2025-01-21 10:21:18,2025-01-25 14:00:18,4,1,0,Gold,"Premium Welcome Drink, Evening Turndown Service",,Confirmed,VISA 13 digit,6632.06559667096,13264
BK027546,75,0129,Standard,2024-01-09 13:04:33,2024-01-15 01:04:33,4,2,0,Titanium,"Premium Welcome Gift, Private Butler Service",,Cancelled,Maestro,1372.8915892938544,5491
BK027547,724,0830,Deluxe,2024-07-08 11:58:54,2024-07-22 23:58:54,13,3,0,Titanium,"Custom Room Fragrance, Luxury Airport Transfer",,Confirmed,Diners Club / Carte Blanche,9636.761852182706,38547
BK027548,41446,0517,Deluxe,2025-08-24 21:41:51,2025-09-05 13:00:51,12,3,0,Silver,"Welcome Drink, Premium WiFi",,Cancelled,VISA 16 digit,9823.86407578861,14735
BK027549,30275,1219,Suite,2024-01-20 20:18:59,2024-02-01 16:00:59,12,2,0,Platinum,"Welcome Champagne, Evening Turndown Service",,Checked-out,VISA 16 digit,13810.213705968956,41430
BK027550,35359,2029,Presidential Suite,2025-10-09 20:37:48,2025-10-13 14:00:48,4,4,2,Gold,"Premium Welcome Drink, Executive Lounge Access",,Confirmed,VISA 16 digit,26810.819539335967,53621
BK027551,42816,0121,Standard,2024-02-04 14:40:41,2024-02-08 02:40:41,2,2,0,Titanium,"Luxury Airport Transfer, Personal Chef Available",,Checked-out,American Express,755.8042938029962,3023
BK027552,22695,0116,Standard,2024-08-11 14:12:06,2024-08-22 14:00:06,11,1,0,Gold,"Premium Welcome Drink, Executive Lounge Access",,Checked-out,JCB 16 digit,3719.4067199828983,7438
BK027553,185,0810,Deluxe,2025-01-24 10:00:05,2025-02-06 16:00:05,13,2,1,Platinum,"Welcome Champagne, Evening Turndown Service",,Confirmed,VISA 16 digit,9365.405803492109,28096
BK027554,10274,1329,Suite,2024-12-20 04:26:42,2025-01-02 16:00:42,13,1,2,Platinum,"Evening Turndown Service, Welcome Champagne",,Checked-in,VISA 16 digit,23017.467044813064,69052
BK027555,9928,1420,Suite,2025-02-10 15:50:35,2025-02-12 14:00:35,2,1,2,Gold,"Executive Lounge Access, Premium Welcome Drink",,Cancelled,Mastercard,2423.910215888936,4847
BK027556,21844,1504,Suite,2025-06-17 09:14:07,2025-07-01 16:00:07,14,3,1,Platinum,"Welcome Champagne, Evening Turndown Service",,Confirmed,JCB 16 digit,19712.962786502227,59138
BK027557,576,0720,Deluxe,2024-06-24 10:51:38,2024-07-02 13:00:38,8,3,0,Silver,"Fruit Basket, Premium WiFi",,Cancelled,VISA 16 digit,7488.492443006188,11232
BK027558,37583,0417,Standard,2025-12-21 02:00:49,2026-01-02 16:00:49,12,2,0,Platinum,"Premium Amenities, Airport Transfer","Room with bathtub preferred, Room with balcony requested, Connecting rooms needed, Memory foam pillows requested, Extra blankets needed, Extra pillows needed, Halal food only, Early breakfast requested, Vegan menu requested, Romance package requested, Honeymoon package requested, Proposal setup assistance needed, Air purifier needed, Daily newspaper delivery, International power adapter needed, Office supplies needed in room, Late check-out needed, Printing services required, Private car service needed, Train station pickup needed, Helicopter transfer requested, Daily yoga session scheduling, Air purifier due to allergies, Spa appointment scheduling assistance",Checked-out,Mastercard,5179.174809594818,15537
BK027559,31904,1417,Suite,2025-04-24 20:28:02,2025-05-05 11:00:02,11,2,2,Bronze,"Basic WiFi, Welcome Drink",,Checked-out,VISA 16 digit,18214.27585201176,18214
BK027560,21770,1526,Suite,2024-04-13 07:24:16,2024-04-18 19:24:16,4,3,0,Titanium,"Custom Room Fragrance, Personal Chef Available","Near swimming pool, Hypoallergenic bedding required, Late dinner service needed, Anniversary celebration - room decoration requested, Humidifier requested, Printing services required, Helicopter transfer requested, Air purifier due to allergies",Confirmed,JCB 16 digit,6380.669451769534,25522
BK027561,33438,0202,Standard,2024-02-16 18:38:28,2024-02-19 14:00:28,3,1,1,Gold,"Executive Lounge Access, Premium Welcome Drink","Away from elevator, Room with balcony requested, Roll-away bed requested, Extra blankets needed, Vegan menu requested, Gluten-free meals required, Anniversary celebration - room decoration requested, Proposal setup assistance needed, International power adapter needed, Humidifier requested, Early check-in requested for business meeting, Meeting room setup needed, Airport pickup requested, Train station pickup needed, Spa appointment scheduling assistance, Daily yoga session scheduling",Confirmed,JCB 16 digit,1144.9528426259044,2289
BK027562,44634,0212,Standard,2025-08-26 06:15:07,2025-08-28 16:00:07,2,2,0,Platinum,"Airport Transfer, Premium Amenities",,Cancelled,VISA 13 digit,903.0980583269928,2709
BK027563,16261,0218,Standard,2025-08-17 05:13:15,2025-08-27 11:00:15,10,1,1,Bronze,"Basic WiFi, Welcome Drink",,Checked-out,JCB 16 digit,3886.9330497137394,3886
BK027564,10086,1001,Deluxe,2024-08-02 08:11:13,2024-08-06 14:00:13,4,1,2,Gold,"Premium Welcome Drink, Executive Lounge Access","Room with bathtub preferred, Near swimming pool, Memory foam pillows requested, Extra firm pillows, Kosher meals required, Late dinner service needed, Champagne and strawberries setup, Wedding anniversary celebration, Extra towels needed, Specific brand toiletries requested, Office supplies needed in room, Video conference setup assistance, Helicopter transfer requested, Airport pickup requested, Spa appointment scheduling assistance, Air purifier due to allergies",Checked-out,VISA 16 digit,2857.832244385791,5715
BK027565,28527,1018,Deluxe,2025-08-11 05:20:44,2025-08-16 11:00:44,5,2,1,Bronze,"Basic WiFi, Welcome Drink",,Checked-out,Diners Club / Carte Blanche,3696.5944828903025,3696
BK027566,25117,1226,Suite,2025-05-19 16:52:23,2025-05-30 11:00:23,11,1,3,Bronze,"Welcome Drink, Basic WiFi",,Checked-in,JCB 16 digit,26442.88268927736,26442
BK027567,34590,1521,Suite,2025-03-14 00:06:16,2025-03-23 16:00:16,9,1,1,Platinum,"Premium Amenities, Welcome Champagne",,Cancelled,Discover,14156.179124907385,42468
BK027568,26649,1923,Presidential Suite,2024-07-30 02:07:07,2024-08-05 11:00:07,6,1,1,Bronze,"Welcome Drink, Basic WiFi",,Checked-in,JCB 16 digit,23924.219142903403,23924
BK027569,10941,1018,Deluxe,2024-07-21 20:16:44,2024-08-06 08:16:44,14,2,1,Titanium,"Premium Welcome Gift, Luxury Airport Transfer",,Confirmed,VISA 16 digit,8608.742157466444,34434
BK027570,21463,0701,Deluxe,2024-05-10 20:59:06,2024-05-18 13:00:06,8,3,0,Silver,"Welcome Drink, Premium WiFi",,Checked-in,American Express,7497.345358302912,11246
BK027571,7769,1817,Presidential Suite,2025-12-14 15:48:25,2025-12-22 13:00:25,8,4,2,Silver,"Fruit Basket, Welcome Drink",,Checked-out,VISA 16 digit,59013.98260993794,88520
BK027572,41195,0121,Standard,2025-01-16 06:45:16,2025-01-31 18:45:16,14,1,1,Titanium,"Private Butler Service, Personal Chef Available","Quiet room requested, Extra pillows needed, Gluten-free meals required, Anniversary celebration - room decoration requested, Extra towels needed, Printing services required, Private car service needed, Specific medical equipment storage",Checked-out,Maestro,4122.8017958210885,16491
BK027573,5997,1502,Suite,2025-12-03 09:25:30,2025-12-15 11:00:30,12,1,0,Bronze,"Basic WiFi, Welcome Drink",,Confirmed,VISA 19 digit,17355.529051503163,17355
BK027574,37336,1124,Deluxe,2025-10-03 23:06:55,2025-10-07 14:00:55,4,2,1,Gold,"Evening Turndown Service, Executive Lounge Access","High floor room requested, Quiet room requested, Room with bathtub preferred, Roll-away bed requested, Extra pillows needed, Extra firm pillows, Kosher meals required, Late dinner service needed, Halal food only, Anniversary celebration - room decoration requested, Honeymoon package requested, Wedding anniversary celebration, Yoga mat in room, Air purifier needed, Extra coffee supplies requested, Business center access after hours, Early check-in requested for business meeting, Printing services required, Airport pickup requested, Daily driver service requested, Private car service needed, Air purifier due to allergies, Fitness equipment in room requested, Meditation cushion needed",Cancelled,Discover,2233.312630392941,4466
BK027575,21096,1511,Suite,2025-01-26 00:19:46,2025-02-05 11:00:46,10,3,0,Bronze,"Welcome Drink, Basic WiFi",,Cancelled,Mastercard,19317.104481001115,19317
BK027576,11019,0719,Deluxe,2025-02-07 09:28:12,2025-02-08 11:00:12,1,2,1,Bronze,"Basic WiFi, Welcome Drink","Connecting rooms needed, Roll-away bed requested, Kosher meals required, Birthday surprise setup needed, Humidifier requested, Printing services required, Luxury car rental assistance, Fitness equipment in room requested",Confirmed,VISA 19 digit,876.2754729231104,876
BK027577,48393,0520,Deluxe,2025-05-16 13:25:22,2025-05-24 14:00:22,8,2,1,Gold,"Evening Turndown Service, Premium Welcome Drink","Ocean view preferred, High floor room requested, King bed preferred, Extra blankets needed, Gluten-free meals required, Halal food only, Proposal setup assistance needed, Anniversary celebration - room decoration requested, Extra coffee supplies requested, Specific brand toiletries requested, Early check-in requested for business meeting, Video conference setup assistance, Train station pickup needed, Luxury car rental assistance, Personal trainer session requested, Spa appointment scheduling assistance",Checked-in,VISA 16 digit,6144.351674377644,12288
BK027578,43147,1617,Suite,2024-02-28 19:42:51,2024-03-13 16:00:51,14,3,0,Platinum,"Premium Amenities, Welcome Champagne",,Checked-in,Maestro,20516.20043392352,61548
BK027579,4197,0513,Deluxe,2025-11-18 21:53:35,2025-11-25 16:00:35,7,3,0,Platinum,"Airport Transfer, Premium Amenities",,Checked-in,American Express,4462.118632137442,13386
BK027580,2770,1125,Deluxe,2024-05-24 04:55:27,2024-06-01 11:00:27,8,2,1,Bronze,"Basic WiFi, Welcome Drink",,Checked-in,Diners Club / Carte Blanche,5098.371924322274,5098
BK027581,9551,0816,Deluxe,2025-09-04 13:37:14,2025-09-18 14:00:14,14,1,0,Gold,"Premium Welcome Drink, Executive Lounge Access","Room with bathtub preferred, Memory foam pillows requested, Vegan menu requested, Romance package requested, Specific brand toiletries requested, Late check-out needed, Helicopter transfer requested, Meditation cushion needed",Checked-in,VISA 13 digit,8887.269767529844,17774
BK027582,12406,0428,Standard,2024-01-19 22:36:50,2024-01-20 16:00:50,1,1,0,Platinum,"Premium Amenities, Airport Transfer",,Checked-in,VISA 19 digit,298.5136142609492,895
BK027583,7446,1422,Suite,2025-07-15 09:02:11,2025-07-29 16:00:11,14,2,1,Platinum,"Evening Turndown Service, Airport Transfer",,Confirmed,Mastercard,19075.843900340322,57227
BK027584,36,0202,Standard,2024-12-19 03:55:48,2025-01-02 15:55:48,13,2,0,Titanium,"Custom Room Fragrance, Personal Chef Available",,Confirmed,Mastercard,4433.539021718752,17734
BK027585,14540,1004,Deluxe,2025-02-13 23:29:13,2025-02-19 16:00:13,6,3,0,Platinum,"Airport Transfer, Welcome Champagne",,Cancelled,JCB 16 digit,4694.57326523384,14083
BK027586,43515,1803,Presidential Suite,2025-03-04 14:58:04,2025-03-13 14:00:04,9,1,2,Gold,"Executive Lounge Access, Evening Turndown Service",,Checked-out,JCB 16 digit,36381.29362986908,72762
BK027587,43595,0212,Standard,2024-05-20 14:51:00,2024-05-23 13:00:00,3,1,0,Silver,"Premium WiFi, Fruit Basket",,Cancelled,JCB 15 digit,1062.971312312857,1594
BK027588,30797,1509,Suite,2024-08-23 05:58:46,2024-09-06 11:00:46,14,3,1,Bronze,"Basic WiFi, Welcome Drink",,Confirmed,Discover,37595.20970527183,37595
BK027589,31519,1422,Suite,2025-02-12 06:00:38,2025-02-18 13:00:38,6,3,0,Silver,"Fruit Basket, Premium WiFi",,Checked-out,Maestro,13716.217550107565,20574
BK027590,23704,0809,Deluxe,2024-10-17 05:21:52,2024-10-24 16:00:52,7,1,2,Platinum,"Premium Amenities, Airport Transfer",,Confirmed,VISA 16 digit,3659.371510278717,10978
BK027591,36883,1625,Suite,2025-02-11 03:46:51,2025-02-19 15:46:51,7,3,1,Titanium,"Personal Chef Available, Premium Welcome Gift","Room with balcony requested, Room with bathtub preferred, Extra pillows needed, Extra firm pillows, Vegetarian meals needed, Early breakfast requested, Birthday surprise setup needed, Champagne and strawberries setup, Air purifier needed, Extra hangers needed, Printing services required, Early check-in requested for business meeting, Daily driver service requested, Train station pickup needed, Spa appointment scheduling assistance, Personal trainer session requested",Checked-out,JCB 16 digit,9879.576643590975,39518
BK027592,9191,1810,Presidential Suite,2025-11-18 08:41:40,2025-12-01 16:00:40,13,2,1,Platinum,"Evening Turndown Service, Airport Transfer","Accessible room required, Room with bathtub preferred, Quiet room requested, Roll-away bed requested, King bed preferred, Feather-free bedding required, Halal food only, Vegan menu requested, In-room dining setup requested, Birthday surprise setup needed, Champagne and strawberries setup, Anniversary celebration - room decoration requested, Extra towels needed, Yoga mat in room, Extra coffee supplies requested, Video conference setup assistance, Printing services required, Business center access after hours, Airport pickup requested, Daily driver service requested, Train station pickup needed, Daily yoga session scheduling, Personal trainer session requested, Spa appointment scheduling assistance",Checked-in,Discover,59161.9007302164,177485
BK027593,28157,1114,Deluxe,2025-12-09 05:26:49,2025-12-19 17:26:49,9,3,0,Titanium,"Personal Chef Available, Private Butler Service","Ocean view preferred, Connecting rooms needed, King bed preferred, Crib needed for infant, Vegetarian meals needed, Nut allergy - strict avoidance needed, Honeymoon package requested, Wedding anniversary celebration, Humidifier requested, Extra towels needed, Early check-in requested for business meeting, Late check-out needed, Private car service needed, Daily driver service requested, Meditation cushion needed, Daily yoga session scheduling",Cancelled,Maestro,4922.287060349182,19689
BK027594,12419,2002,Presidential Suite,2026-01-02 11:52:13,2026-01-08 23:52:13,5,2,3,Titanium,"Personal Chef Available, Luxury Airport Transfer",,Checked-in,Discover,20751.433151324298,83005
BK027595,5830,1415,Suite,2025-11-21 20:19:41,2025-11-28 08:19:41,5,2,0,Titanium,"Premium Welcome Gift, Personal Chef Available",No special requests,Checked-out,JCB 16 digit,7838.8391703085645,31355
BK027596,27714,1119,Deluxe,2025-07-20 08:42:54,2025-07-24 14:00:54,4,1,1,Gold,"Executive Lounge Access, Premium Welcome Drink",,Cancelled,VISA 19 digit,1888.1626047921266,3776
BK027597,27426,0408,Standard,2024-08-10 11:39:02,2024-08-19 14:00:02,9,2,0,Gold,"Executive Lounge Access, Premium Welcome Drink",,Checked-in,American Express,3616.905569163966,7233
BK027598,30026,0424,Standard,2024-01-07 18:43:01,2024-01-18 13:00:01,11,1,0,Silver,"Fruit Basket, Welcome Drink",,Checked-out,American Express,4393.744250953898,6590
BK027599,14261,1915,Presidential Suite,2025-03-21 07:36:28,2025-04-02 13:00:28,12,4,1,Silver,"Fruit Basket, Premium WiFi",,Cancelled,Mastercard,83959.26136754714,125938
BK027600,38662,0714,Deluxe,2024-08-30 21:26:12,2024-09-13 11:00:12,14,2,1,Bronze,"Welcome Drink, Basic WiFi",No special requests,Confirmed,Maestro,11669.954088410543,11669
BK027601,32554,0304,Standard,2024-01-14 03:03:58,2024-01-24 11:00:58,10,1,1,Bronze,"Basic WiFi, Welcome Drink",,Confirmed,JCB 16 digit,3853.2250824804623,3853
BK027602,31667,2005,Presidential Suite,2024-05-14 15:48:32,2024-05-20 11:00:32,6,1,2,Bronze,"Basic WiFi, Welcome Drink","Accessible room required, Extra pillows needed, Late dinner service needed, Romance package requested, Daily newspaper delivery, Business center access after hours, Airport pickup requested, Meditation cushion needed",Checked-out,JCB 16 digit,27331.380639535084,27331
BK027603,15678,1712,Suite,2024-12-17 18:54:48,2024-12-27 11:00:48,10,3,0,Bronze,"Welcome Drink, Basic WiFi",No special requests,Checked-out,Diners Club / Carte Blanche,17628.37973072102,17628
BK027604,2861,1321,Suite,2024-04-02 02:48:37,2024-04-12 13:00:37,10,2,0,Silver,"Welcome Drink, Fruit Basket",,Confirmed,JCB 16 digit,17349.872622221556,26024
BK027605,38945,1820,Presidential Suite,2025-08-12 21:37:12,2025-08-23 14:00:12,11,4,2,Gold,"Executive Lounge Access, Evening Turndown Service","Quiet room requested, Ocean view preferred, Memory foam pillows requested, King bed preferred, Halal food only, Dairy-free diet restrictions, Wedding anniversary celebration, Anniversary celebration - room decoration requested, International power adapter needed, Specific brand toiletries requested, Printing services required, Business center access after hours, Helicopter transfer requested, Daily driver service requested, Personal trainer session requested, Fitness equipment in room requested",Confirmed,VISA 16 digit,59457.98360647442,118915
BK027606,35227,1521,Suite,2025-11-08 08:12:26,2025-11-21 14:00:26,13,2,1,Gold,"Premium Welcome Drink, Executive Lounge Access",,Confirmed,Mastercard,18579.87212239868,37159
BK027607,29245,1613,Suite,2024-12-02 09:10:59,2024-12-16 14:00:59,14,2,0,Gold,"Evening Turndown Service, Executive Lounge Access","Away from elevator, Corner room preferred, Near swimming pool, Extra pillows needed, Extra firm pillows, Memory foam pillows requested, Halal food only, Early breakfast requested, Kosher meals required, Proposal setup assistance needed, Honeymoon package requested, Wedding anniversary celebration, Extra towels needed, Yoga mat in room, Extra hangers needed, Early check-in requested for business meeting, Meeting room setup needed, Late check-out needed, Train station pickup needed, Daily driver service requested, Airport pickup requested, Specific medical equipment storage, Fitness equipment in room requested, Spa appointment scheduling assistance",Cancelled,Diners Club / Carte Blanche,22416.954339901673,44833
BK027608,48373,0602,Deluxe,2025-10-13 02:21:41,2025-10-14 13:00:41,1,2,1,Silver,"Premium WiFi, Fruit Basket",,Cancelled,Mastercard,669.0191236675956,1003
BK027609,2559,1813,Presidential Suite,2025-02-24 04:33:58,2025-03-02 13:00:58,6,1,2,Silver,"Premium WiFi, Welcome Drink","Accessible room required, Feather-free bedding required, Vegan menu requested, Anniversary celebration - room decoration requested, Yoga mat in room, Video conference setup assistance, Helicopter transfer requested, Personal trainer session requested",Confirmed,VISA 13 digit,23284.114710570895,34926
BK027610,36011,0126,Standard,2024-11-24 15:43:36,2024-12-03 13:00:36,9,1,1,Silver,"Welcome Drink, Fruit Basket",,Confirmed,Maestro,3554.1365366040504,5331
BK027611,26099,0313,Standard,2024-03-06 23:25:24,2024-03-17 13:00:24,11,2,0,Silver,"Welcome Drink, Premium WiFi",,Checked-out,VISA 13 digit,5376.120442805543,8064
BK027612,8498,1401,Suite,2025-01-11 20:06:41,2025-01-15 16:00:41,4,4,0,Platinum,"Evening Turndown Service, Airport Transfer","Room with balcony requested, Accessible room required, Room with bathtub preferred, Roll-away bed requested, King bed preferred, Extra firm pillows, Dairy-free diet restrictions, Vegan menu requested, Late dinner service needed, Romance package requested, Champagne and strawberries setup, Anniversary celebration - room decoration requested, Extra hangers needed, Extra coffee supplies requested, Yoga mat in room, Printing services required, Video conference setup assistance, Office supplies needed in room, Train station pickup needed, Helicopter transfer requested, Daily driver service requested, Fitness equipment in room requested, Air purifier due to allergies, Meditation cushion needed",Cancelled,VISA 19 digit,5650.487100186304,16951
BK027613,35220,1206,Suite,2024-06-16 22:28:06,2024-06-24 11:00:06,8,4,0,Bronze,"Welcome Drink, Basic WiFi",,Confirmed,Mastercard,21961.128008370353,21961
BK027614,5913,0110,Standard,2025-10-17 10:03:44,2025-10-20 16:00:44,3,2,0,Platinum,"Airport Transfer, Evening Turndown Service",,Checked-out,VISA 19 digit,1041.2921226971205,3123
BK027615,37488,2018,Presidential Suite,2025-10-25 23:41:43,2025-11-06 13:00:43,12,4,0,Silver,"Premium WiFi, Welcome Drink",,Checked-in,VISA 13 digit,79003.757913931,118505
BK027616,1757,1211,Suite,2024-06-12 14:38:01,2024-06-14 14:00:01,2,1,0,Gold,"Evening Turndown Service, Premium Welcome Drink",,Checked-out,Mastercard,1819.160452633313,3638
BK027617,46232,0507,Deluxe,2025-02-21 20:38:28,2025-03-01 16:00:28,8,2,1,Platinum,"Evening Turndown Service, Welcome Champagne",,Cancelled,JCB 16 digit,5926.160918914012,17778
BK027618,36686,0901,Deluxe,2024-07-15 05:58:04,2024-07-19 13:00:04,4,2,1,Silver,"Welcome Drink, Fruit Basket",,Checked-out,Discover,2618.1861329545573,3927
BK027619,16902,1617,Suite,2025-08-19 18:59:42,2025-08-22 06:59:42,1,1,1,Titanium,"Personal Chef Available, Custom Room Fragrance",,Confirmed,Maestro,1636.8657228995726,6547
BK027620,30015,0819,Deluxe,2024-06-26 01:39:10,2024-07-02 13:39:10,5,2,1,Titanium,"Private Butler Service, Premium Welcome Gift",,Checked-in,VISA 19 digit,2981.5633423974837,11926
BK027621,36805,0901,Deluxe,2024-07-08 08:25:48,2024-07-19 14:00:48,11,2,0,Gold,"Premium Welcome Drink, Evening Turndown Service",,Checked-out,Mastercard,6726.6016752035475,13453
BK027622,1432,0627,Deluxe,2024-08-12 17:41:05,2024-08-26 16:00:05,14,1,1,Platinum,"Evening Turndown Service, Premium Amenities",,Checked-in,VISA 13 digit,8786.932814353382,26360
BK027623,18738,2006,Presidential Suite,2024-08-06 05:38:58,2024-08-18 16:00:58,12,1,1,Platinum,"Welcome Champagne, Premium Amenities",,Checked-out,Discover,43929.00395948683,131787
BK027624,19430,0103,Standard,2025-10-16 04:39:10,2025-10-25 16:00:10,9,2,0,Platinum,"Welcome Champagne, Evening Turndown Service",No special requests,Cancelled,VISA 19 digit,3886.230131060634,11658
BK027625,43896,1110,Deluxe,2025-11-23 09:21:06,2025-12-04 21:21:06,10,3,0,Titanium,"Premium Welcome Gift, Luxury Airport Transfer",,Checked-out,Diners Club / Carte Blanche,5470.637915915785,21882
BK027626,46217,0306,Standard,2024-10-17 00:42:32,2024-10-23 13:00:32,6,1,0,Silver,"Premium WiFi, Welcome Drink",No special requests,Cancelled,Discover,2250.7631406013697,3376
BK027627,32092,0528,Deluxe,2025-09-20 16:25:28,2025-10-02 04:25:28,10,3,0,Titanium,"Private Butler Service, Luxury Airport Transfer",,Checked-out,Discover,7309.706604321244,29238
BK027628,4171,0824,Deluxe,2024-05-19 08:17:20,2024-05-30 16:00:20,11,3,0,Platinum,"Welcome Champagne, Premium Amenities",,Checked-in,American Express,8943.048733258647,26829
BK027629,27057,1704,Suite,2024-12-09 17:10:03,2024-12-12 13:00:03,3,1,3,Silver,"Premium WiFi, Welcome Drink",,Cancelled,VISA 13 digit,6192.4718018768535,9288
BK027630,36932,1120,Deluxe,2025-03-24 17:19:56,2025-03-28 14:00:56,4,1,2,Gold,"Executive Lounge Access, Evening Turndown Service",,Confirmed,VISA 13 digit,2390.836120980581,4781
BK027631,24888,1123,Deluxe,2024-10-12 18:37:40,2024-10-17 11:00:40,5,1,0,Bronze,"Welcome Drink, Basic WiFi",,Cancelled,VISA 13 digit,2636.3804869779037,2636
BK027632,42026,0914,Deluxe,2025-11-25 10:44:52,2025-12-05 14:00:52,10,1,2,Gold,"Executive Lounge Access, Premium Welcome Drink",,Checked-in,American Express,6526.577584880328,13053
BK027633,20889,1924,Presidential Suite,2025-10-04 22:56:28,2025-10-11 13:00:28,7,4,2,Silver,"Welcome Drink, Premium WiFi",No special requests,Checked-out,Diners Club / Carte Blanche,42251.77271864972,63377
BK027634,44178,1908,Presidential Suite,2025-03-15 21:44:14,2025-03-19 09:44:14,2,3,1,Titanium,"Premium Welcome Gift, Custom Room Fragrance",,Confirmed,VISA 13 digit,9080.816809171674,36323
BK027635,1982,2019,Presidential Suite,2024-10-06 19:49:24,2024-10-22 07:49:24,14,4,2,Titanium,"Custom Room Fragrance, Personal Chef Available",No special requests,Checked-in,JCB 15 digit,83802.3046420331,335209
BK027636,49362,1225,Suite,2025-03-02 15:37:54,2025-03-03 16:00:54,1,1,1,Platinum,"Welcome Champagne, Airport Transfer",,Checked-out,Diners Club / Carte Blanche,1683.433176826067,5050
BK027637,40238,1622,Suite,2025-10-12 14:42:27,2025-10-18 02:42:27,4,2,2,Titanium,"Premium Welcome Gift, Luxury Airport Transfer","Accessible room required, Connecting rooms needed, Extra blankets needed, Memory foam pillows requested, Vegetarian meals needed, Late dinner service needed, Wedding anniversary celebration, Proposal setup assistance needed, Specific brand toiletries requested, Daily newspaper delivery, Late check-out needed, Business center access after hours, Airport pickup requested, Daily driver service requested, Meditation cushion needed, Specific medical equipment storage",Checked-in,JCB 16 digit,4953.953749149385,19815
BK027638,21293,0618,Deluxe,2024-01-30 20:45:16,2024-02-13 16:00:16,14,2,1,Platinum,"Evening Turndown Service, Premium Amenities",,Checked-out,JCB 16 digit,10676.279016941633,32028
BK027639,12323,0725,Deluxe,2025-12-14 12:19:36,2025-12-23 14:00:36,9,1,2,Gold,"Executive Lounge Access, Evening Turndown Service",,Cancelled,Diners Club / Carte Blanche,4640.053105607446,9280
BK027640,49053,1213,Suite,2024-10-22 08:30:15,2024-11-06 20:30:15,14,4,0,Titanium,"Custom Room Fragrance, Premium Welcome Gift",,Confirmed,JCB 16 digit,25075.28156152967,100301
BK027641,29603,0615,Deluxe,2025-01-28 03:44:56,2025-02-09 14:00:56,12,2,1,Gold,"Executive Lounge Access, Premium Welcome Drink","High floor room requested, Away from elevator, Room with balcony requested, Hypoallergenic bedding required, Roll-away bed requested, Extra firm pillows, Halal food only, In-room dining setup requested, Late dinner service needed, Special occasion cake needed, Birthday surprise setup needed, Champagne and strawberries setup, Specific brand toiletries requested, International power adapter needed, Extra towels needed, Business center access after hours, Office supplies needed in room, Early check-in requested for business meeting, Luxury car rental assistance, Helicopter transfer requested, Train station pickup needed, Meditation cushion needed, Spa appointment scheduling assistance, Fitness equipment in room requested",Cancelled,JCB 16 digit,9375.372796747004,18750
BK027642,18551,2021,Presidential Suite,2025-10-09 02:38:11,2025-10-12 13:00:11,3,2,1,Silver,"Premium WiFi, Fruit Basket","Corner room preferred, Extra firm pillows, Halal food only, Birthday surprise setup needed, Daily newspaper delivery, Video conference setup assistance, Private car service needed, Personal trainer session requested",Checked-in,Discover,14005.384095097825,21008
BK027643,34101,0426,Standard,2025-02-04 17:58:49,2025-02-09 05:58:49,3,2,0,Titanium,"Custom Room Fragrance, Private Butler Service",,Cancelled,Maestro,1312.809700039439,5251
