room_id,room_number,floor,type,square_feet,basic_amenities,additional_amenities,max_occupancy,bed_type,view_type,accessibility,status,last_renovation,base_rate,max_rate
RM000353,1223,12,Suite,1098,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Butler Service', 'Jacuzzi Tub', 'Corner View']",4,Double King,Butler Service,False,Maintenance,2022-12-30,1000,2000
RM000354,1224,12,Suite,1071,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wine Fridge', 'Wraparound Balcony', 'Corner View', 'Butler Service', 'Ocean View', 'Steam Shower']",4,King + Sofa Bed,Ocean View,False,Maintenance,2024-12-18,1000,2000
RM000355,1225,12,Suite,1015,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Corner View', 'Wraparound Balcony']",4,Double King,Wraparound Balcony,False,Available,2024-06-14,1000,2000
RM000356,1226,12,Suite,1156,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Ocean View', 'Corner View', 'Butler Service', 'Executive Lounge Access', 'Jacuzzi Tub', 'Wraparound Balcony', 'Wine Fridge']",4,Double King,Ocean View,False,Maintenance,2023-05-17,1000,2000
RM000357,1227,12,Suite,880,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wine Fridge', 'Ocean View', 'Steam Shower']",4,King + Sofa Bed,Steam Shower,True,Occupied,2024-02-09,1000,2000
RM000358,1228,12,Suite,848,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Steam Shower', 'Butler Service', 'Corner View']",4,King + Sofa Bed,Butler Service,False,Maintenance,2023-11-26,1000,2000
RM000359,1229,12,Suite,1027,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Executive Lounge Access', 'Ocean View', 'Butler Service', 'Wraparound Balcony', 'Steam Shower', 'Wine Fridge', 'Corner View']",4,King + Sofa Bed,Executive Lounge Access,False,Occupied,2024-09-01,1000,2000
RM000360,1230,12,Suite,841,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wine Fridge', 'Steam Shower', 'Ocean View', 'Executive Lounge Access', 'Wraparound Balcony', 'Butler Service', 'Corner View', 'Jacuzzi Tub']",4,Double King,Executive Lounge Access,True,Occupied,2023-10-16,1000,2000
RM000361,1301,13,Suite,884,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Corner View', 'Wine Fridge', 'Wraparound Balcony', 'Jacuzzi Tub', 'Steam Shower', 'Butler Service']",4,Double King,Corner View,False,Available,2024-07-18,1000,2000
RM000362,1302,13,Suite,978,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wraparound Balcony', 'Executive Lounge Access', 'Ocean View', 'Jacuzzi Tub', 'Wine Fridge', 'Steam Shower']",4,Double King,Wraparound Balcony,False,Available,2024-03-30,1000,2000
RM000363,1303,13,Suite,1012,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wraparound Balcony', 'Butler Service', 'Wine Fridge']",4,Double King,Standard View,False,Available,2024-09-06,1000,2000
RM000364,1304,13,Suite,1125,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Corner View', 'Butler Service', 'Ocean View', 'Executive Lounge Access', 'Jacuzzi Tub', 'Wraparound Balcony']",4,Double King,Wraparound Balcony,False,Maintenance,2024-04-10,1000,2000
RM000365,1305,13,Suite,749,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Ocean View', 'Corner View', 'Jacuzzi Tub', 'Wine Fridge', 'Steam Shower', 'Butler Service']",4,King + Sofa Bed,Ocean View,False,Maintenance,2023-03-15,1000,2000
RM000366,1306,13,Suite,1076,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wine Fridge', 'Executive Lounge Access', 'Butler Service', 'Corner View']",4,King + Sofa Bed,Executive Lounge Access,False,Available,2023-03-31,1000,2000
RM000367,1307,13,Suite,760,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Corner View', 'Ocean View', 'Jacuzzi Tub', 'Wine Fridge', 'Wraparound Balcony', 'Executive Lounge Access', 'Steam Shower']",4,Double King,Corner View,False,Occupied,2024-06-28,1000,2000
RM000368,1308,13,Suite,817,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Corner View', 'Ocean View', 'Jacuzzi Tub', 'Executive Lounge Access']",4,King + Sofa Bed,Jacuzzi Tub,False,Maintenance,2022-04-29,1000,2000
RM000369,1309,13,Suite,826,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wine Fridge', 'Steam Shower', 'Executive Lounge Access']",4,King + Sofa Bed,Standard View,False,Maintenance,2023-11-25,1000,2000
RM000370,1310,13,Suite,992,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wine Fridge', 'Wraparound Balcony', 'Jacuzzi Tub']",4,King + Sofa Bed,Standard View,False,Available,2022-12-19,1000,2000
RM000371,1311,13,Suite,827,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Butler Service', 'Ocean View', 'Wine Fridge', 'Wraparound Balcony', 'Steam Shower']",4,Double King,Ocean View,False,Available,2024-01-19,1000,2000
RM000372,1312,13,Suite,849,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wine Fridge', 'Jacuzzi Tub', 'Butler Service', 'Wraparound Balcony']",4,King + Sofa Bed,Standard View,False,Maintenance,2023-02-20,1000,2000
RM000373,1313,13,Suite,970,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wraparound Balcony', 'Executive Lounge Access', 'Ocean View', 'Jacuzzi Tub', 'Wine Fridge', 'Corner View']",4,Double King,Corner View,False,Maintenance,2024-02-14,1000,2000
RM000374,1314,13,Suite,826,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wraparound Balcony', 'Steam Shower', 'Jacuzzi Tub']",4,Double King,Standard View,False,Available,2023-01-06,1000,2000
RM000375,1315,13,Suite,1029,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wine Fridge', 'Corner View', 'Wraparound Balcony', 'Butler Service', 'Jacuzzi Tub', 'Steam Shower']",4,King + Sofa Bed,Steam Shower,False,Maintenance,2022-05-21,1000,2000
RM000376,1316,13,Suite,1099,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Butler Service', 'Corner View', 'Executive Lounge Access', 'Wine Fridge', 'Ocean View', 'Wraparound Balcony']",4,King + Sofa Bed,Executive Lounge Access,False,Available,2024-06-23,1000,2000
RM000377,1317,13,Suite,749,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Corner View', 'Jacuzzi Tub', 'Wraparound Balcony']",4,Double King,Jacuzzi Tub,False,Available,2022-09-22,1000,2000
RM000378,1318,13,Suite,740,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Butler Service', 'Ocean View', 'Wraparound Balcony']",4,King + Sofa Bed,Wraparound Balcony,False,Available,2022-12-30,1000,2000
RM000379,1319,13,Suite,1192,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wraparound Balcony', 'Ocean View', 'Corner View', 'Butler Service', 'Wine Fridge', 'Jacuzzi Tub', 'Steam Shower', 'Executive Lounge Access']",4,Double King,Butler Service,False,Available,2022-06-03,1000,2000
RM000380,1320,13,Suite,1081,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']",['Ocean View'],4,Double King,Ocean View,False,Maintenance,2022-11-06,1000,2000
RM000381,1321,13,Suite,1147,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Jacuzzi Tub', 'Corner View']",4,Double King,Corner View,False,Occupied,2023-06-11,1000,2000
RM000382,1322,13,Suite,908,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Butler Service', 'Wraparound Balcony', 'Steam Shower', 'Jacuzzi Tub', 'Executive Lounge Access', 'Wine Fridge', 'Corner View']",4,King + Sofa Bed,Butler Service,False,Occupied,2023-02-23,1000,2000
RM000383,1323,13,Suite,938,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Butler Service', 'Ocean View', 'Wraparound Balcony', 'Steam Shower', 'Executive Lounge Access', 'Jacuzzi Tub', 'Wine Fridge']",4,King + Sofa Bed,Wraparound Balcony,False,Maintenance,2024-05-08,1000,2000
RM000384,1324,13,Suite,781,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Butler Service', 'Corner View', 'Steam Shower', 'Jacuzzi Tub', 'Ocean View']",4,King + Sofa Bed,Ocean View,False,Available,2022-11-17,1000,2000
RM000385,1325,13,Suite,1094,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Jacuzzi Tub', 'Corner View', 'Executive Lounge Access']",4,King + Sofa Bed,Jacuzzi Tub,True,Available,2022-06-18,1000,2000
RM000386,1326,13,Suite,1016,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Executive Lounge Access', 'Wine Fridge', 'Butler Service', 'Corner View', 'Ocean View', 'Jacuzzi Tub', 'Wraparound Balcony', 'Steam Shower']",4,Double King,Steam Shower,False,Maintenance,2023-12-16,1000,2000
RM000387,1327,13,Suite,785,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wraparound Balcony', 'Corner View']",4,Double King,Wraparound Balcony,False,Occupied,2023-04-20,1000,2000
RM000388,1328,13,Suite,1054,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Corner View', 'Butler Service', 'Wraparound Balcony', 'Wine Fridge', 'Steam Shower', 'Ocean View']",4,Double King,Steam Shower,False,Maintenance,2022-04-07,1000,2000
RM000389,1329,13,Suite,1052,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Ocean View', 'Corner View', 'Executive Lounge Access', 'Wraparound Balcony', 'Jacuzzi Tub']",4,King + Sofa Bed,Ocean View,False,Maintenance,2023-06-18,1000,2000
RM000390,1330,13,Suite,1001,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Executive Lounge Access', 'Steam Shower', 'Jacuzzi Tub', 'Wraparound Balcony']",4,King + Sofa Bed,Standard View,False,Maintenance,2024-06-23,1000,2000
RM000391,1401,14,Suite,1020,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Steam Shower', 'Butler Service', 'Wraparound Balcony']",4,King + Sofa Bed,Standard View,False,Maintenance,2022-01-16,1000,2000
RM000392,1402,14,Suite,1016,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Butler Service', 'Wine Fridge']",4,King + Sofa Bed,Standard View,False,Maintenance,2023-01-31,1000,2000
RM000393,1403,14,Suite,722,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Ocean View', 'Executive Lounge Access', 'Wraparound Balcony', 'Wine Fridge', 'Corner View', 'Butler Service']",4,King + Sofa Bed,Corner View,False,Occupied,2022-05-18,1000,2000
RM000394,1404,14,Suite,1041,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Ocean View', 'Wine Fridge', 'Jacuzzi Tub']",4,Double King,Ocean View,True,Available,2024-04-10,1000,2000
RM000395,1405,14,Suite,813,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Ocean View', 'Wine Fridge', 'Wraparound Balcony', 'Jacuzzi Tub', 'Steam Shower', 'Butler Service', 'Corner View']",4,Double King,Butler Service,False,Maintenance,2023-06-28,1000,2000
RM000396,1406,14,Suite,846,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']",['Corner View'],4,King + Sofa Bed,Corner View,False,Maintenance,2022-07-31,1000,2000
RM000397,1407,14,Suite,848,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Jacuzzi Tub', 'Wine Fridge', 'Executive Lounge Access', 'Steam Shower', 'Butler Service']",4,King + Sofa Bed,Standard View,False,Occupied,2024-11-30,1000,2000
RM000398,1408,14,Suite,1066,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Executive Lounge Access', 'Corner View', 'Butler Service', 'Wine Fridge', 'Wraparound Balcony', 'Steam Shower', 'Jacuzzi Tub']",4,Double King,Wraparound Balcony,False,Occupied,2022-11-14,1000,2000
RM000399,1409,14,Suite,852,"['Air Conditioning', '65"" Smart TV', 'Nespresso Machine', 'Full-Size Refrigerator', 'Hair Dryer', 'In-Room Safe', 'Executive Work Desk', 'Ultra-High-Speed WiFi', 'Bose Sound System', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Kitchenette', 'Dining Area', 'Living Room Area', 'Guest Bathroom', 'Evening Turndown Service', 'Welcome Amenity']","['Wine Fridge', 'Butler Service', 'Steam Shower', 'Wraparound Balcony', 'Jacuzzi Tub', 'Executive Lounge Access', 'Corner View']",4,King + Sofa Bed,Butler Service,False,Maintenance,2023-10-30,1000,2000
