event_booking_id,customer_id,event_type,space_id,event_date,duration_hours,attendees,setup_requirements,additional_setup_notes,setup_start_time,setup_completion_time
EB020329,20778,Anniversary,ES000002,2025-10-11 16:21:06,6,56,"Champagne station, Dance floor, Decorative lighting, Intimate table setup, Gift table, Photo display area",,2025-10-11 14:21:06,2025-10-11 15:51:06
EB020330,1011,Wedding,ES000001,2025-12-02 08:25:30,4,270,"Cake display table, Chair setup with aisle arrangement, Gift table, Photo booth area, Dance floor installation, Audio system for ceremony, Bar setup",Police state whom government. Once game himself station include detail.,2025-12-02 05:25:30,2025-12-02 07:55:30
EB020331,33298,Anniversary,ES000002,2025-09-12 01:34:08,3,29,"Dance floor, Photo display area, Intimate table setup, Champagne station, Decorative lighting",Leg compare wish bed organization. Detail true hotel wall west just.,2025-09-11 23:34:08,2025-09-12 01:04:08
EB020332,47934,Wedding,ES000001,2025-07-08 00:37:18,6,222,"Dance floor installation, Bar setup, Gift table, Photo booth area, Chair setup with aisle arrangement, Altar or arch setup, Cake display table",,2025-07-07 22:37:18,2025-07-08 00:07:18
EB020333,29190,Conference,ES000004,2025-01-22 01:40:55,2,60,"Theater-style seating, Podium and microphone, Power strips for laptops, Whiteboard or flipchart, Projector and screen, Water station setup, Audio/Visual equipment",,2025-01-21 23:40:55,2025-01-22 01:10:55
EB020334,23692,Conference,ES000001,2025-11-23 15:16:55,3,66,"Theater-style seating, Projector and screen, Power strips for laptops, Registration desk, Water station setup, Podium and microphone, Whiteboard or flipchart",,2025-11-23 12:16:55,2025-11-23 14:46:55
EB020335,33610,Wedding,ES000002,2025-04-23 01:00:45,5,190,"Bar setup, Cake display table, Dance floor installation, Gift table, Table arrangements for reception, Audio system for ceremony, Altar or arch setup, Chair setup with aisle arrangement, Photo booth area",Fish try I sit. Them house image learn response simply. Not simple through pay foreign focus.,2025-04-22 23:00:45,2025-04-23 00:30:45
EB020336,9692,Anniversary,ES000002,2025-10-28 15:56:44,6,114,"Photo display area, Gift table, Dance floor, Champagne station, Decorative lighting",,2025-10-28 13:56:44,2025-10-28 15:26:44
EB020337,34563,Birthday,ES000002,2025-01-23 17:52:33,3,38,"Dance floor (optional), Photo area setup, Cake table, Decorations installation, Basic audio system, Gift table, Round table setup",,2025-01-23 15:52:33,2025-01-23 17:22:33
EB020338,28935,Birthday,ES000003,2025-08-31 20:35:10,3,74,"Basic audio system, Round table setup, Gift table, Decorations installation, Dance floor (optional), Photo area setup",,2025-08-31 17:35:10,2025-08-31 20:05:10
EB020339,36430,Anniversary,ES000001,2025-02-13 16:35:21,5,46,"Photo display area, Decorative lighting, Gift table, Dance floor, Discuss people about put.",,2025-02-13 12:35:21,2025-02-13 16:05:21
EB020340,12827,Conference,ES000002,2025-04-18 04:02:51,3,173,"Water station setup, Power strips for laptops, Audio/Visual equipment, Registration desk, Projector and screen, Theater-style seating, Whiteboard or flipchart, Podium and microphone",,2025-04-18 02:02:51,2025-04-18 03:32:51
EB020341,45515,Anniversary,ES000004,2025-03-31 08:46:26,3,149,"Champagne station, Photo display area, Decorative lighting, Intimate table setup, Gift table",,2025-03-31 06:46:26,2025-03-31 08:16:26
EB020342,12108,Corporate Meeting,ES000003,2025-09-01 03:46:18,3,35,"Conference phone, Whiteboard setup, Water and coffee station, Notepads and pens, Hospital water name.","North hear something.
Carry upon system executive under. Forward raise contain task without cost.",2025-09-01 01:46:18,2025-09-01 03:16:18
EB020343,45422,Wedding,ES000001,2025-10-19 20:28:25,5,268,"Audio system for ceremony, Gift table, Chair setup with aisle arrangement, Altar or arch setup, Bar setup, Table arrangements for reception, Dance floor installation, Cake display table, Photo booth area",,2025-10-19 17:28:25,2025-10-19 19:58:25
EB020344,34178,Wedding,ES000002,2025-06-16 11:57:23,7,268,"Gift table, Cake display table, Chair setup with aisle arrangement, Table arrangements for reception, Dance floor installation, Photo booth area, Audio system for ceremony, Bar setup, Altar or arch setup",For participant wear themselves. I wind news leave five worry.,2025-06-16 09:57:23,2025-06-16 11:27:23
EB020345,46640,Wedding,ES000001,2025-07-19 08:23:52,4,173,"Audio system for ceremony, Table arrangements for reception, Bar setup, Altar or arch setup, Dance floor installation, Cake display table, Photo booth area, Happy stuff enough allow talk dark building wish.",Office system whether child. Food at admit build perform.,2025-07-19 04:23:52,2025-07-19 07:53:52
EB020346,19089,Corporate Meeting,ES000004,2025-03-24 03:21:49,2,47,"Whiteboard setup, U-shaped table setup, Conference phone, Notepads and pens",,2025-03-24 00:21:49,2025-03-24 02:51:49
EB020347,4555,Birthday,ES000003,2025-04-24 21:22:16,3,67,"Basic audio system, Decorations installation, Dance floor (optional), Cake table, Photo area setup",Edge indicate decade sing leader suggest. They seek enjoy discuss. Resource security other off.,2025-04-24 19:22:16,2025-04-24 20:52:16
EB020348,44664,Anniversary,ES000002,2025-03-19 09:07:59,6,61,"Gift table, Champagne station, Photo display area, Dance floor, Decorative lighting, Few help today show fight.",Unit ever cell save man keep result. Talk act address. Knowledge in wait include have.,2025-03-19 06:07:59,2025-03-19 08:37:59
EB020349,18982,Anniversary,ES000004,2025-04-10 09:42:10,3,100,"Gift table, Intimate table setup, Decorative lighting, Champagne station",,2025-04-10 06:42:10,2025-04-10 09:12:10
EB020350,7038,Birthday,ES000001,2025-12-12 09:19:13,2,88,"Decorations installation, Gift table, Dance floor (optional), Photo area setup, Cake table, Round table setup, Democrat feeling as red according national foot.",,2025-12-12 05:19:13,2025-12-12 08:49:13
EB020351,22206,Corporate Meeting,ES000001,2025-05-17 18:15:31,6,33,"Conference phone, Whiteboard setup, Projector and screen, Notepads and pens, U-shaped table setup",,2025-05-17 16:15:31,2025-05-17 17:45:31
EB020352,11703,Anniversary,ES000001,2025-06-04 09:27:29,6,127,"Dance floor, Champagne station, Photo display area, Decorative lighting",,2025-06-04 07:27:29,2025-06-04 08:57:29
EB020353,1513,Anniversary,ES000004,2025-10-09 01:38:28,6,101,"Gift table, Intimate table setup, Dance floor, Photo display area, Decorative lighting",,2025-10-08 21:38:28,2025-10-09 01:08:28
EB020354,85,Conference,ES000003,2025-03-10 08:43:11,4,53,"Water station setup, Audio/Visual equipment, Power strips for laptops, Projector and screen, Registration desk, Theater-style seating, Podium and microphone",,2025-03-10 04:43:11,2025-03-10 08:13:11
EB020355,13462,Anniversary,ES000004,2025-06-25 20:07:04,6,142,"Champagne station, Gift table, Decorative lighting, Photo display area, Intimate table setup, Dance floor, Near long need rich game significant.",Every response parent song about. Cut anything tend. Sister consumer north.,2025-06-25 16:07:04,2025-06-25 19:37:04
EB020356,4311,Birthday,ES000001,2025-11-23 15:25:58,4,83,"Round table setup, Basic audio system, Photo area setup, Gift table, Decorations installation, Cake table, Election remain western.",,2025-11-23 13:25:58,2025-11-23 14:55:58
EB020357,4308,Birthday,ES000003,2025-07-01 17:17:44,2,40,"Round table setup, Decorations installation, Gift table, Basic audio system, Photo area setup, Dance floor (optional), Cake table",Agency foot risk. Continue already wish international color maintain.,2025-07-01 14:17:44,2025-07-01 16:47:44
EB020358,16769,Birthday,ES000004,2025-10-11 16:42:47,2,44,"Round table setup, Dance floor (optional), Basic audio system, Gift table, Photo area setup, Cake table, Decorations installation",Population magazine guy. Point memory travel fill really network. Kitchen then brother inside.,2025-10-11 14:42:47,2025-10-11 16:12:47
EB020359,124,Conference,ES000002,2025-06-27 03:15:30,8,63,"Audio/Visual equipment, Registration desk, Projector and screen, Power strips for laptops, Theater-style seating, Whiteboard or flipchart, Out support care great letter.",,2025-06-27 01:15:30,2025-06-27 02:45:30
EB020360,49196,Anniversary,ES000001,2025-01-05 22:01:45,4,141,"Photo display area, Dance floor, Intimate table setup, Decorative lighting, Gift table, Champagne station",,2025-01-05 19:01:45,2025-01-05 21:31:45
EB020361,34249,Wedding,ES000003,2025-10-09 13:49:02,6,224,"Photo booth area, Table arrangements for reception, Bar setup, Altar or arch setup, Dance floor installation, Gift table, Audio system for ceremony, Cake display table, Chair setup with aisle arrangement",,2025-10-09 10:49:02,2025-10-09 13:19:02
EB020362,42659,Birthday,ES000003,2025-12-29 10:38:16,2,95,"Gift table, Cake table, Decorations installation, Photo area setup, Dance floor (optional), Round table setup",,2025-12-29 08:38:16,2025-12-29 10:08:16
EB020363,48869,Anniversary,ES000004,2025-06-10 06:26:16,6,37,"Photo display area, Gift table, Dance floor, Intimate table setup, Decorative lighting, Champagne station",,2025-06-10 04:26:16,2025-06-10 05:56:16
EB020364,38294,Wedding,ES000002,2025-08-06 09:02:03,6,255,"Bar setup, Dance floor installation, Photo booth area, Audio system for ceremony, Altar or arch setup, Chair setup with aisle arrangement, Table arrangements for reception, Gift table",,2025-08-06 05:02:03,2025-08-06 08:32:03
EB020365,34481,Birthday,ES000004,2025-03-27 11:13:50,4,31,"Dance floor (optional), Gift table, Round table setup, Basic audio system, Photo area setup, Account challenge section try.",,2025-03-27 08:13:50,2025-03-27 10:43:50
EB020366,36578,Corporate Meeting,ES000004,2025-04-09 16:29:30,5,29,"Whiteboard setup, U-shaped table setup, Conference phone, Projector and screen, Hour full different front much.",,2025-04-09 12:29:30,2025-04-09 15:59:30
EB020367,31229,Anniversary,ES000002,2025-01-17 07:38:02,6,51,"Photo display area, Champagne station, Dance floor, Gift table, Intimate table setup, Decorative lighting",,2025-01-17 04:38:02,2025-01-17 07:08:02
EB020368,7388,Corporate Meeting,ES000002,2025-12-07 22:11:04,4,46,"Conference phone, U-shaped table setup, Projector and screen, Whiteboard setup, Water and coffee station, Notepads and pens, Bill protect since indeed television return toward.",Necessary affect sit exist between. Staff sell ground make. City painting forget authority culture.,2025-12-07 18:11:04,2025-12-07 21:41:04
EB020369,9298,Anniversary,ES000001,2025-11-15 13:29:58,5,67,"Dance floor, Photo display area, Gift table, Decorative lighting, Intimate table setup, Champagne station, Of program attention senior home court century.",Image describe action author. Within how space today say both.,2025-11-15 09:29:58,2025-11-15 12:59:58
EB020370,11410,Corporate Meeting,ES000003,2025-11-11 10:55:00,4,8,"Notepads and pens, Whiteboard setup, U-shaped table setup, Conference phone",World remember task few specific resource. Represent then option experience. Job part which sort.,2025-11-11 06:55:00,2025-11-11 10:25:00
EB020371,46010,Birthday,ES000004,2025-05-15 22:38:34,4,52,"Gift table, Photo area setup, Round table setup, Basic audio system, Dance floor (optional), Decorations installation, Cake table",Author institution agreement. Unit large catch really Democrat listen. Require you training small.,2025-05-15 18:38:34,2025-05-15 22:08:34
EB020372,37880,Wedding,ES000002,2025-01-08 15:28:33,8,160,"Cake display table, Audio system for ceremony, Chair setup with aisle arrangement, Photo booth area, Altar or arch setup, Bar setup, Dance floor installation, Table arrangements for reception, Let yeah news him pressure much.",,2025-01-08 12:28:33,2025-01-08 14:58:33
EB020373,2416,Conference,ES000003,2025-03-27 22:21:47,2,154,"Registration desk, Whiteboard or flipchart, Audio/Visual equipment, Theater-style seating, Projector and screen, Podium and microphone",,2025-03-27 20:21:47,2025-03-27 21:51:47
EB020374,22936,Anniversary,ES000001,2025-03-15 02:17:20,6,28,"Champagne station, Decorative lighting, Intimate table setup, Photo display area",,2025-03-14 22:17:20,2025-03-15 01:47:20
EB020375,42701,Conference,ES000002,2025-11-08 21:18:26,6,165,"Audio/Visual equipment, Power strips for laptops, Water station setup, Whiteboard or flipchart, Podium and microphone, Registration desk",As successful fund. Operation defense way character.,2025-11-08 18:18:26,2025-11-08 20:48:26
EB020376,2408,Wedding,ES000001,2025-12-10 02:58:27,5,70,"Gift table, Altar or arch setup, Table arrangements for reception, Cake display table, Audio system for ceremony, Dance floor installation, Bar setup, Photo booth area, Commercial need bit every.",,2025-12-10 00:58:27,2025-12-10 02:28:27
EB020377,11596,Wedding,ES000004,2025-10-16 09:29:12,6,80,"Gift table, Altar or arch setup, Dance floor installation, Cake display table, Audio system for ceremony, Photo booth area, Bar setup",,2025-10-16 07:29:12,2025-10-16 08:59:12
EB020378,23683,Wedding,ES000004,2025-07-09 14:10:13,5,252,"Dance floor installation, Photo booth area, Gift table, Bar setup, Chair setup with aisle arrangement, Audio system for ceremony, Altar or arch setup, Cake display table",Step participant specific into local. Commercial serve west sea.,2025-07-09 12:10:13,2025-07-09 13:40:13
EB020379,12024,Corporate Meeting,ES000003,2025-09-15 13:35:21,6,32,"U-shaped table setup, Whiteboard setup, Water and coffee station, Conference phone, Notepads and pens, Projector and screen",,2025-09-15 10:35:21,2025-09-15 13:05:21
EB020380,596,Conference,ES000001,2025-11-29 09:01:29,8,192,"Whiteboard or flipchart, Audio/Visual equipment, Water station setup, Registration desk, Power strips for laptops, Theater-style seating, Projector and screen, Podium and microphone",Perhaps art player single. Write eight practice join. Stand me son start call develop southern.,2025-11-29 06:01:29,2025-11-29 08:31:29
EB020381,47792,Wedding,ES000003,2025-03-03 23:52:45,8,192,"Cake display table, Altar or arch setup, Chair setup with aisle arrangement, Audio system for ceremony, Bar setup, Photo booth area, Gift table, Table arrangements for reception",,2025-03-03 19:52:45,2025-03-03 23:22:45
EB020382,23625,Wedding,ES000003,2025-06-10 07:47:43,6,77,"Table arrangements for reception, Dance floor installation, Cake display table, Photo booth area, Altar or arch setup, Audio system for ceremony, Bar setup, Gift table",,2025-06-10 03:47:43,2025-06-10 07:17:43
EB020383,49492,Corporate Meeting,ES000004,2025-10-02 09:37:00,2,9,"Notepads and pens, Conference phone, Water and coffee station, Projector and screen, U-shaped table setup",,2025-10-02 07:37:00,2025-10-02 09:07:00
EB020384,13862,Birthday,ES000001,2025-08-26 13:51:45,2,82,"Dance floor (optional), Round table setup, Photo area setup, Cake table, Basic audio system, Major nature as likely Mrs surface position safe.",,2025-08-26 09:51:45,2025-08-26 13:21:45
EB020385,29217,Wedding,ES000004,2025-11-10 19:37:25,7,100,"Altar or arch setup, Dance floor installation, Audio system for ceremony, Chair setup with aisle arrangement, Bar setup, Photo booth area, Table arrangements for reception, Gift table, Cake display table",Sometimes these maintain four. Street not six become health always case.,2025-11-10 17:37:25,2025-11-10 19:07:25
EB020386,11606,Conference,ES000004,2025-02-28 11:23:35,5,165,"Water station setup, Theater-style seating, Registration desk, Power strips for laptops, Podium and microphone, Audio/Visual equipment, Whiteboard or flipchart, Projector and screen, Staff other alone always full.",Treat town space future. Loss every strong world second this side control.,2025-02-28 09:23:35,2025-02-28 10:53:35
EB020387,7920,Wedding,ES000003,2025-07-07 21:28:55,8,146,"Table arrangements for reception, Cake display table, Photo booth area, Dance floor installation, Gift table, Bar setup, Audio system for ceremony, Development forward dream character mouth.",,2025-07-07 18:28:55,2025-07-07 20:58:55
EB020388,16178,Corporate Meeting,ES000002,2025-03-16 22:20:00,4,11,"Water and coffee station, Projector and screen, Conference phone, Whiteboard setup, Notepads and pens",,2025-03-16 19:20:00,2025-03-16 21:50:00
EB020389,41624,Conference,ES000004,2025-02-06 01:50:40,2,199,"Registration desk, Projector and screen, Water station setup, Podium and microphone, Audio/Visual equipment, Theater-style seating",Science plant product health stay. Stand television interesting reach large daughter note.,2025-02-05 23:50:40,2025-02-06 01:20:40
EB020390,3431,Birthday,ES000003,2025-06-27 07:44:17,4,85,"Basic audio system, Cake table, Dance floor (optional), Round table setup, Photo area setup",,2025-06-27 04:44:17,2025-06-27 07:14:17
EB020391,23504,Birthday,ES000004,2025-12-12 14:16:41,2,84,"Photo area setup, Dance floor (optional), Basic audio system, Cake table, Round table setup, Gift table, Decorations installation",,2025-12-12 11:16:41,2025-12-12 13:46:41
EB020392,32612,Wedding,ES000004,2025-06-25 13:10:51,8,131,"Bar setup, Cake display table, Gift table, Chair setup with aisle arrangement, Altar or arch setup, Audio system for ceremony, Table arrangements for reception, Photo booth area",,2025-06-25 09:10:51,2025-06-25 12:40:51
EB020393,16346,Birthday,ES000001,2025-11-02 09:10:04,2,86,"Photo area setup, Gift table, Dance floor (optional), Basic audio system, Cake table, Decorations installation, Also worker here good TV large mother road.",,2025-11-02 07:10:04,2025-11-02 08:40:04
EB020394,39719,Wedding,ES000003,2025-05-13 21:50:54,5,97,"Altar or arch setup, Gift table, Dance floor installation, Audio system for ceremony, Cake display table, Bar setup, Photo booth area, Table arrangements for reception, Chair setup with aisle arrangement, A skin majority federal.",,2025-05-13 18:50:54,2025-05-13 21:20:54
EB020395,2641,Birthday,ES000004,2025-05-28 05:02:50,3,30,"Dance floor (optional), Cake table, Decorations installation, Photo area setup, Gift table, Morning owner play local various take source mention.",,2025-05-28 02:02:50,2025-05-28 04:32:50
EB020396,19611,Anniversary,ES000003,2025-11-04 11:48:01,3,83,"Gift table, Photo display area, Dance floor, Champagne station, Decorative lighting",,2025-11-04 09:48:01,2025-11-04 11:18:01
EB020397,46505,Wedding,ES000004,2025-01-31 09:47:37,8,118,"Dance floor installation, Table arrangements for reception, Bar setup, Gift table, Altar or arch setup, Chair setup with aisle arrangement, Cake display table, Audio system for ceremony, Photo booth area, Sort debate old minute reason poor.",,2025-01-31 06:47:37,2025-01-31 09:17:37
EB020398,27658,Birthday,ES000003,2025-06-04 16:17:15,3,21,"Cake table, Gift table, Basic audio system, Dance floor (optional), Round table setup, Decorations installation",,2025-06-04 13:17:15,2025-06-04 15:47:15
EB020399,8516,Conference,ES000004,2025-03-29 09:06:27,8,134,"Registration desk, Projector and screen, Water station setup, Power strips for laptops, Audio/Visual equipment, Theater-style seating",,2025-03-29 05:06:27,2025-03-29 08:36:27
EB020400,8870,Corporate Meeting,ES000003,2025-03-15 17:55:11,4,5,"Notepads and pens, Whiteboard setup, U-shaped table setup, Projector and screen, Conference phone, Ground world industry month rule.",Action institution risk scientist bank stock. Clearly cover material organization threat.,2025-03-15 15:55:11,2025-03-15 17:25:11
EB020401,16372,Anniversary,ES000001,2025-09-02 10:02:58,6,123,"Photo display area, Dance floor, Gift table, Decorative lighting, Occur national whom lot only.",Boy tree Congress different century.,2025-09-02 08:02:58,2025-09-02 09:32:58
EB020402,2974,Wedding,ES000001,2025-04-22 21:05:00,6,103,"Gift table, Chair setup with aisle arrangement, Photo booth area, Dance floor installation, Altar or arch setup, Table arrangements for reception, Audio system for ceremony",Husband write unit finish. Budget good prepare lead day.,2025-04-22 17:05:00,2025-04-22 20:35:00
EB020403,23701,Corporate Meeting,ES000004,2025-12-05 04:38:54,6,8,"Water and coffee station, Projector and screen, U-shaped table setup, Conference phone",,2025-12-05 01:38:54,2025-12-05 04:08:54
EB020404,46846,Corporate Meeting,ES000001,2025-04-02 18:59:47,2,24,"Conference phone, Water and coffee station, Notepads and pens, Whiteboard setup, Projector and screen, Marriage agent fight answer.",,2025-04-02 14:59:47,2025-04-02 18:29:47
EB020405,20266,Conference,ES000002,2025-12-14 20:04:50,6,45,"Projector and screen, Registration desk, Whiteboard or flipchart, Theater-style seating, Water station setup, Power strips for laptops, Audio/Visual equipment, Podium and microphone",His green must over. She relationship report not scene may.,2025-12-14 16:04:50,2025-12-14 19:34:50
EB020406,6254,Wedding,ES000004,2025-10-18 04:28:52,6,88,"Audio system for ceremony, Dance floor installation, Altar or arch setup, Cake display table, Bar setup, Table arrangements for reception, Gift table, Chair setup with aisle arrangement, Him fill easy recent size writer affect receive.",,2025-10-18 00:28:52,2025-10-18 03:58:52
EB020407,29713,Anniversary,ES000001,2025-02-10 14:48:22,4,37,"Dance floor, Photo display area, Champagne station, Decorative lighting, Gift table, Charge prove we treat.",,2025-02-10 12:48:22,2025-02-10 14:18:22
EB020408,10941,Conference,ES000003,2025-11-29 07:20:51,8,42,"Power strips for laptops, Water station setup, Theater-style seating, Podium and microphone, Audio/Visual equipment, Whiteboard or flipchart, Projector and screen",,2025-11-29 04:20:51,2025-11-29 06:50:51
EB020409,20427,Conference,ES000003,2025-11-11 18:30:32,5,121,"Power strips for laptops, Water station setup, Audio/Visual equipment, Podium and microphone, Theater-style seating, Registration desk, Projector and screen",Billion prepare every piece edge.,2025-11-11 16:30:32,2025-11-11 18:00:32
EB020410,24123,Birthday,ES000002,2025-05-26 10:50:01,4,35,"Photo area setup, Round table setup, Cake table, Dance floor (optional), Basic audio system, Gift table, Possible threat event choose listen.",,2025-05-26 08:50:01,2025-05-26 10:20:01
EB020411,19038,Birthday,ES000001,2025-11-29 18:43:13,4,79,"Basic audio system, Decorations installation, Round table setup, Cake table, Gift table",Garden will plant here music idea receive data. Huge my perhaps detail down space.,2025-11-29 14:43:13,2025-11-29 18:13:13
EB020412,773,Conference,ES000003,2025-06-30 09:54:21,2,93,"Podium and microphone, Projector and screen, Whiteboard or flipchart, Registration desk, Water station setup, Theater-style seating, Audio/Visual equipment, Power strips for laptops",,2025-06-30 05:54:21,2025-06-30 09:24:21
EB020413,21927,Anniversary,ES000001,2025-08-08 05:03:02,4,79,"Intimate table setup, Decorative lighting, Gift table, Photo display area, Champagne station",,2025-08-08 01:03:02,2025-08-08 04:33:02
EB020414,11043,Corporate Meeting,ES000004,2025-02-07 01:02:16,3,23,"Water and coffee station, Whiteboard setup, Conference phone, Notepads and pens, Projector and screen",,2025-02-06 23:02:16,2025-02-07 00:32:16
EB020415,19652,Anniversary,ES000001,2025-07-30 20:13:37,5,100,"Champagne station, Dance floor, Photo display area, Decorative lighting, Argue during staff human form leader among.",,2025-07-30 16:13:37,2025-07-30 19:43:37
EB020416,11279,Conference,ES000004,2025-01-20 14:22:12,6,71,"Podium and microphone, Power strips for laptops, Water station setup, Theater-style seating, Audio/Visual equipment, Registration desk",Try but still course could bit exist. Hour somebody whether total summer magazine.,2025-01-20 11:22:12,2025-01-20 13:52:12
EB020417,10143,Birthday,ES000001,2025-06-08 13:37:25,2,50,"Cake table, Dance floor (optional), Decorations installation, Gift table, Photo area setup, Basic audio system, Round table setup",,2025-06-08 11:37:25,2025-06-08 13:07:25
EB020418,18045,Corporate Meeting,ES000003,2025-09-17 12:22:54,4,37,"Notepads and pens, Whiteboard setup, Water and coffee station, Projector and screen, Conference phone",,2025-09-17 08:22:54,2025-09-17 11:52:54
EB020419,22981,Corporate Meeting,ES000004,2025-02-27 15:55:18,3,7,"Whiteboard setup, Conference phone, Notepads and pens, U-shaped table setup, Water and coffee station, Projector and screen",,2025-02-27 12:55:18,2025-02-27 15:25:18
EB020420,28186,Birthday,ES000001,2025-01-26 17:31:00,2,66,"Gift table, Cake table, Round table setup, Decorations installation, Photo area setup, Dance floor (optional), Basic audio system",,2025-01-26 15:31:00,2025-01-26 17:01:00
EB020421,26785,Birthday,ES000004,2025-08-19 11:22:13,4,72,"Photo area setup, Basic audio system, Dance floor (optional), Decorations installation, Round table setup, Cake table",,2025-08-19 09:22:13,2025-08-19 10:52:13
EB020422,46354,Birthday,ES000003,2025-08-19 12:57:36,4,17,"Photo area setup, Basic audio system, Gift table, Round table setup, Decorations installation, Cake table",It world key audience your natural sound suggest. Line buy field trade mother ago debate.,2025-08-19 09:57:36,2025-08-19 12:27:36
EB020423,34680,Corporate Meeting,ES000001,2025-04-26 10:19:13,4,32,"Projector and screen, Notepads and pens, Whiteboard setup, U-shaped table setup, Water and coffee station, Conference phone, Picture arrive reveal reason condition yourself.",,2025-04-26 06:19:13,2025-04-26 09:49:13
EB020424,12166,Anniversary,ES000002,2025-09-14 07:39:47,6,114,"Intimate table setup, Dance floor, Gift table, Photo display area, Own energy energy remain baby late.",,2025-09-14 05:39:47,2025-09-14 07:09:47
EB020425,533,Anniversary,ES000004,2025-11-29 04:53:49,3,142,"Decorative lighting, Intimate table setup, Gift table, Dance floor, Photo display area",Modern heart low. Tax save throughout budget or represent. Less run area require year rich happy.,2025-11-29 01:53:49,2025-11-29 04:23:49
EB020426,42758,Wedding,ES000003,2026-01-02 07:31:41,5,276,"Gift table, Audio system for ceremony, Photo booth area, Chair setup with aisle arrangement, Cake display table, Bar setup, Dance floor installation, Altar or arch setup",,2026-01-02 05:31:41,2026-01-02 07:01:41
EB020427,23069,Birthday,ES000001,2025-05-17 06:42:04,2,28,"Cake table, Round table setup, Dance floor (optional), Photo area setup, Decorations installation",Practice top would spring. Business table stop way. World number remain day wear friend effort.,2025-05-17 03:42:04,2025-05-17 06:12:04
EB020428,39843,Wedding,ES000001,2025-03-05 23:55:37,5,86,"Photo booth area, Gift table, Audio system for ceremony, Cake display table, Altar or arch setup, Table arrangements for reception, Bar setup, Dance floor installation, Chair setup with aisle arrangement, Some car letter dream civil.",,2025-03-05 21:55:37,2025-03-05 23:25:37
EB020429,42117,Birthday,ES000002,2025-10-20 22:43:05,3,79,"Basic audio system, Gift table, Dance floor (optional), Photo area setup, Decorations installation",,2025-10-20 18:43:05,2025-10-20 22:13:05
EB020430,22997,Conference,ES000002,2025-07-30 21:15:49,2,30,"Theater-style seating, Audio/Visual equipment, Registration desk, Projector and screen, Podium and microphone, Water station setup",Return game plan interest green term. Including like today race choose now.,2025-07-30 17:15:49,2025-07-30 20:45:49
EB020431,32207,Conference,ES000002,2025-06-15 19:40:12,5,109,"Water station setup, Registration desk, Audio/Visual equipment, Whiteboard or flipchart, Power strips for laptops, Theater-style seating, Podium and microphone",,2025-06-15 15:40:12,2025-06-15 19:10:12
EB020432,26188,Corporate Meeting,ES000002,2025-07-05 13:58:35,1,15,"U-shaped table setup, Water and coffee station, Whiteboard setup, Conference phone, Notepads and pens",,2025-07-05 10:58:35,2025-07-05 13:28:35
EB020433,48807,Corporate Meeting,ES000001,2025-04-13 11:01:44,6,18,"U-shaped table setup, Projector and screen, Whiteboard setup, Notepads and pens, Conference phone, Agency live instead market answer respond.",Mr you speak specific case decade if. Step television thought must push talk attack chance.,2025-04-13 09:01:44,2025-04-13 10:31:44
EB020434,35629,Conference,ES000003,2025-10-31 23:00:02,6,200,"Registration desk, Audio/Visual equipment, Water station setup, Power strips for laptops, Podium and microphone, Theater-style seating, Whiteboard or flipchart, Projector and screen, Happy pick line choose.",,2025-10-31 19:00:02,2025-10-31 22:30:02
EB020435,24818,Wedding,ES000002,2025-11-19 22:21:38,4,171,"Dance floor installation, Audio system for ceremony, Photo booth area, Cake display table, Table arrangements for reception, Chair setup with aisle arrangement, Bar setup, Gift table, Altar or arch setup",,2025-11-19 20:21:38,2025-11-19 21:51:38
EB020436,26795,Anniversary,ES000002,2025-02-21 05:42:39,5,96,"Decorative lighting, Champagne station, Gift table, Intimate table setup, Dance floor",,2025-02-21 01:42:39,2025-02-21 05:12:39
EB020437,21647,Wedding,ES000001,2025-06-14 22:23:58,4,266,"Gift table, Audio system for ceremony, Dance floor installation, Photo booth area, Bar setup, Cake display table, Altar or arch setup, Chair setup with aisle arrangement, Table arrangements for reception, Lawyer military grow plan participant.",,2025-06-14 19:23:58,2025-06-14 21:53:58
EB020438,37949,Birthday,ES000003,2025-05-10 13:33:02,2,32,"Round table setup, Gift table, Cake table, Decorations installation, Photo area setup, Basic audio system, Dance floor (optional), Eight hour ground partner factor choose future.",,2025-05-10 11:33:02,2025-05-10 13:03:02
EB020439,499,Birthday,ES000001,2025-03-30 15:31:19,3,58,"Photo area setup, Dance floor (optional), Gift table, Basic audio system, Decorations installation, Cake table",,2025-03-30 13:31:19,2025-03-30 15:01:19
EB020440,7484,Corporate Meeting,ES000003,2025-12-21 01:44:03,4,26,"Water and coffee station, Notepads and pens, U-shaped table setup, Conference phone, Win nothing Democrat much reach forget answer.",My yeah send speak benefit. Pick protect include word.,2025-12-20 23:44:03,2025-12-21 01:14:03
EB020441,41443,Birthday,ES000004,2025-09-20 00:59:03,3,78,"Basic audio system, Decorations installation, Photo area setup, Gift table, Cake table, Round table setup",,2025-09-19 21:59:03,2025-09-20 00:29:03
EB020442,802,Conference,ES000002,2025-03-20 05:25:32,3,50,"Audio/Visual equipment, Whiteboard or flipchart, Theater-style seating, Water station setup, Podium and microphone, Registration desk, Power strips for laptops",,2025-03-20 02:25:32,2025-03-20 04:55:32
EB020443,3812,Anniversary,ES000003,2025-10-09 20:27:06,3,47,"Champagne station, Photo display area, Dance floor, Decorative lighting",,2025-10-09 16:27:06,2025-10-09 19:57:06
