feedback_id,booking_id,customer_id,rating,feedback_text,feedback_date,sentiment,category,subcategory,feedback_source,language,is_verified_stay,helpful_votes,satisfaction_scores,tags,status,response_required,response_text,staff_response,response_date,response_time_hours,resolved
FB010826,BK009720,11375,3,My experience with the dining was mixed. authentic local cuisine Some aspects were good while others needed attention. Better communication between departments is essential. It was generally satisfactory but could be better. Met basic needs but left room for improvement.,2025-01-15 13:00:04,neutral,dining,value,mobile,ja,True,67,"{'cleanliness': 5, 'service': 4, 'value': 1, 'location': 1, 'amenities': 4}","service, food quality",resolved,True,Thank you for sharing your thoughts about our dining. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for sharing your thoughts about our dining. We value your feedback and take it seriously. We are continuously working to improve our services.,2025-01-16 22:00:04,33.0,True
FB010827,BK010656,544,4,"The service was adequate for my needs. inconsistent service quality While not exceptional, it met basic expectations. Better communication between departments is essential. There's potential for improvement but it was acceptable overall. Adequate for now, but there's room for growth.",2024-04-11 14:00:38,neutral,service,valet,web,fr,True,12,"{'cleanliness': 5, 'service': 5, 'value': 3, 'location': 5, 'amenities': 5}",service quality,resolved,False,Thank you for your feedback regarding our service. We value your feedback and take it seriously. We are continuously working to improve our services.,,2024-04-13 01:00:38,35.0,True
FB010828,BK045906,30396,5,I had an exceptional amenities experience during my stay. clean and modern gym The attention to detail was remarkable. The level of service was outstanding. I would definitely recommend this aspect of the hotel to others. I can't wait to visit again.,2024-08-01 14:00:33,positive,amenities,spa,phone,zh,True,94,"{'cleanliness': 1, 'service': 4, 'value': 3, 'location': 1, 'amenities': 4}","maintenance, availability",resolved,True,Your kind words about our amenities mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2024-08-01 21:00:33,7.0,True
FB010829,BK046682,38048,3,"The amenities was adequate for my needs. well-maintained facilities While not exceptional, it met basic expectations. Regular maintenance would prevent these issues. There's potential for improvement but it was acceptable overall. Might consider staying again if improvements are made.",2024-05-13 05:39:43,neutral,amenities,spa,email,zh,True,49,"{'cleanliness': 5, 'service': 2, 'value': 1, 'location': 1, 'amenities': 4}","quality, availability",resolved,True,Thank you for sharing your thoughts about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for sharing your thoughts about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,2024-05-15 01:39:43,44.0,True
FB010830,BK046439,4367,4,I can't say enough good things about the amenities. great spa services The quality was consistently high throughout my stay. A masterclass in customer service. This is exactly what you hope for in a luxury hotel. Highly recommended for anyone seeking quality.,2024-06-13 11:00:03,positive,amenities,wifi,web,de,True,42,"{'cleanliness': 2, 'service': 2, 'value': 5, 'location': 2, 'amenities': 2}",availability,resolved,False,Thank you for your wonderful feedback about our amenities! We value your feedback and take it seriously. We look forward to welcoming you back soon.,,2024-06-15 01:00:03,38.0,True
FB010831,BK043184,39152,3,My experience with the amenities was mixed. beautiful pool area Some aspects were good while others needed attention. Better communication between departments is essential. It was generally satisfactory but could be better. Hoping to see improvements on my next visit.,2025-03-25 11:00:22,neutral,amenities,spa,phone,fr,True,18,"{'cleanliness': 4, 'service': 4, 'value': 2, 'location': 5, 'amenities': 3}","quality, facilities, maintenance",resolved,False,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,2025-03-25 22:00:22,11.0,True
FB010832,BK034557,17587,5,"The room exceeded all my expectations. spacious and well-maintained Throughout my stay, I was consistently impressed. The attention to detail was truly remarkable. This level of quality really sets this hotel apart. I will definitely be returning on my next visit.",2024-12-07 14:00:18,positive,room,cleanliness,email,ja,True,48,"{'cleanliness': 5, 'service': 3, 'value': 5, 'location': 1, 'amenities': 2}","housekeeping, comfort, amenities",resolved,False,Your kind words about our room mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2024-12-08 21:00:18,31.0,True
FB010833,BK026800,31963,4,What an outstanding amenities experience! convenient business center Every aspect was carefully thought out. A truly memorable stay in every respect. It's rare to find this level of excellence. A truly memorable experience worth repeating.,2024-12-20 11:00:34,positive,amenities,pool,in-person,zh,True,78,"{'cleanliness': 5, 'service': 4, 'value': 4, 'location': 2, 'amenities': 5}",quality,resolved,False,We're delighted to hear about your experience with our amenities. We value your feedback and take it seriously. We hope to see you again!,We're delighted to hear about your experience with our amenities. We value your feedback and take it seriously. We hope to see you again!,2024-12-22 10:00:34,47.0,True
FB010834,BK000468,34188,3,"My experience with the room was mixed. modern amenities worked perfectly Some aspects were good while others needed attention. More attention to detail is needed. It was generally satisfactory but could be better. Acceptable, though not outstanding.",2025-11-03 11:00:36,neutral,room,comfort,mobile,ja,True,1,"{'cleanliness': 2, 'service': 2, 'value': 5, 'location': 5, 'amenities': 2}",comfort,resolved,False,We appreciate your honest feedback about our room. We value your feedback and take it seriously. We are continuously working to improve our services.,,2025-11-04 06:00:36,19.0,True
FB010835,BK047201,18783,4,"The service met standard expectations. staff was attentive and professional Nothing particularly stood out, either positively or negatively. More consistent service standards are needed. It served its purpose but left room for improvement. Would consider other options next time.",2025-11-22 16:00:28,neutral,service,room service,phone,en,True,22,"{'cleanliness': 1, 'service': 4, 'value': 1, 'location': 5, 'amenities': 5}","professionalism, responsiveness, service quality",resolved,False,We appreciate your honest feedback about our service. We value your feedback and take it seriously. We are continuously working to improve our services.,We appreciate your honest feedback about our service. We value your feedback and take it seriously. We are continuously working to improve our services.,2025-11-24 06:00:28,38.0,True
FB010836,BK002419,20024,4,I had an exceptional room experience during my stay. spacious and well-maintained The attention to detail was remarkable. Every aspect exceeded our expectations. I would definitely recommend this aspect of the hotel to others. I will definitely be returning on my next visit.,2024-10-16 14:00:04,positive,room,comfort,web,zh,True,82,"{'cleanliness': 5, 'service': 2, 'value': 2, 'location': 5, 'amenities': 5}",room quality,resolved,True,Your kind words about our room mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,Your kind words about our room mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,2024-10-16 17:00:04,3.0,True
FB010837,BK039913,1866,5,I can't say enough good things about the service. efficient check-in process The quality was consistently high throughout my stay. Every aspect exceeded our expectations. This is exactly what you hope for in a luxury hotel. I will definitely be returning on my next visit.,2025-06-20 14:00:35,positive,service,front desk,phone,en,True,86,"{'cleanliness': 2, 'service': 3, 'value': 5, 'location': 2, 'amenities': 5}","hospitality, staff",resolved,True,Thank you for your wonderful feedback about our service! We value your feedback and take it seriously. We look forward to welcoming you back soon.,,2025-06-22 12:00:35,46.0,True
FB010838,BK039941,39958,5,What an outstanding amenities experience! convenient business center Every aspect was carefully thought out. Everything was handled with utmost professionalism. It's rare to find this level of excellence. This sets a new standard for excellence.,2025-08-02 13:00:39,positive,amenities,business center,phone,en,True,57,"{'cleanliness': 1, 'service': 5, 'value': 2, 'location': 5, 'amenities': 3}","amenities, facilities, quality",resolved,False,We're delighted to hear about your experience with our amenities. We value your feedback and take it seriously. We hope to see you again!,We're delighted to hear about your experience with our amenities. We value your feedback and take it seriously. We hope to see you again!,2025-08-03 19:00:39,30.0,True
FB010839,BK013041,40479,4,What an outstanding service experience! personalized attention Every aspect was carefully thought out. Exemplary in every way possible. It's rare to find this level of excellence. Highly recommended for anyone seeking quality.,2025-12-11 08:30:40,positive,service,concierge,mobile,de,True,13,"{'cleanliness': 2, 'service': 3, 'value': 3, 'location': 3, 'amenities': 5}",hospitality,resolved,True,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,2025-12-11 09:30:40,1.0,True
FB010840,BK005297,10083,5,I can't say enough good things about the amenities. great spa services The quality was consistently high throughout my stay. A masterclass in customer service. This is exactly what you hope for in a luxury hotel. Exactly what a luxury hotel should be.,2024-12-10 13:00:46,positive,amenities,wifi,phone,es,True,14,"{'cleanliness': 1, 'service': 3, 'value': 3, 'location': 2, 'amenities': 3}","maintenance, amenities, quality",resolved,False,Thank you for your wonderful feedback about our amenities! We value your feedback and take it seriously. We look forward to welcoming you back soon.,Thank you for your wonderful feedback about our amenities! We value your feedback and take it seriously. We look forward to welcoming you back soon.,2024-12-12 12:00:46,47.0,True
FB010841,BK049187,18456,5,What an outstanding service experience! staff was attentive and professional Every aspect was carefully thought out. Couldn't have asked for a better experience. It's rare to find this level of excellence. Looking forward to my next stay here.,2024-10-25 16:13:19,positive,service,concierge,phone,de,True,68,"{'cleanliness': 3, 'service': 1, 'value': 2, 'location': 1, 'amenities': 3}","responsiveness, staff",resolved,True,Thank you for your wonderful feedback about our service! We value your feedback and take it seriously. We look forward to welcoming you back soon.,Thank you for your wonderful feedback about our service! We value your feedback and take it seriously. We look forward to welcoming you back soon.,2024-10-26 11:13:19,19.0,True
FB010842,BK020033,11098,4,"The amenities was adequate for my needs. gym equipment outdated While not exceptional, it met basic expectations. More attention to detail is needed. There's potential for improvement but it was acceptable overall. Met basic needs but left room for improvement.",2024-08-18 14:00:04,neutral,amenities,pool,email,en,True,58,"{'cleanliness': 4, 'service': 4, 'value': 2, 'location': 4, 'amenities': 1}",amenities,resolved,False,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,,2024-08-19 05:00:04,15.0,True
FB010843,BK009112,13639,4,I can't say enough good things about the room. clean but showing some wear The quality was consistently high throughout my stay. The level of service was outstanding. This is exactly what you hope for in a luxury hotel. This experience has made me a loyal customer.,2025-12-20 14:00:19,positive,room,noise,email,en,True,64,"{'cleanliness': 3, 'service': 5, 'value': 2, 'location': 1, 'amenities': 1}","room quality, amenities",resolved,True,We're delighted to hear about your experience with our room. We value your feedback and take it seriously. We hope to see you again!,,2025-12-21 07:00:19,17.0,True
FB010844,BK048077,31385,4,I can't say enough good things about the dining. authentic local cuisine The quality was consistently high throughout my stay. Everything was handled with utmost professionalism. This is exactly what you hope for in a luxury hotel. Exactly what a luxury hotel should be.,2025-09-27 13:00:09,positive,dining,menu variety,in-person,fr,True,73,"{'cleanliness': 5, 'service': 1, 'value': 2, 'location': 5, 'amenities': 4}","dining, service, menu",resolved,False,We're delighted to hear about your experience with our dining. We value your feedback and take it seriously. We hope to see you again!,We're delighted to hear about your experience with our dining. We value your feedback and take it seriously. We hope to see you again!,2025-09-28 16:00:09,27.0,True
FB010845,BK037496,38776,4,I had an exceptional amenities experience during my stay. great spa services The attention to detail was remarkable. A perfect example of luxury hospitality. I would definitely recommend this aspect of the hotel to others. Highly recommended for anyone seeking quality.,2024-02-01 11:00:10,positive,amenities,pool,email,ja,True,89,"{'cleanliness': 3, 'service': 4, 'value': 1, 'location': 3, 'amenities': 3}","amenities, quality",resolved,True,Thank you for your wonderful feedback about our amenities! We value your feedback and take it seriously. We look forward to welcoming you back soon.,Thank you for your wonderful feedback about our amenities! We value your feedback and take it seriously. We look forward to welcoming you back soon.,2024-02-03 01:00:10,38.0,True
FB010846,BK019612,13212,5,"The dining exceeded all my expectations. authentic local cuisine Throughout my stay, I was consistently impressed. The attention to detail was truly remarkable. This level of quality really sets this hotel apart. This experience has made me a loyal customer.",2024-02-18 21:28:25,positive,dining,food quality,phone,zh,True,69,"{'cleanliness': 3, 'service': 1, 'value': 4, 'location': 1, 'amenities': 4}",menu,resolved,False,We're delighted to hear about your experience with our dining. We value your feedback and take it seriously. We hope to see you again!,We're delighted to hear about your experience with our dining. We value your feedback and take it seriously. We hope to see you again!,2024-02-20 12:28:25,39.0,True
FB010847,BK041429,37016,4,My experience with the amenities was mixed. gym equipment outdated Some aspects were good while others needed attention. Enhanced quality control measures are necessary. It was generally satisfactory but could be better. Might consider staying again if improvements are made.,2025-05-31 16:00:08,neutral,amenities,pool,web,en,True,8,"{'cleanliness': 2, 'service': 4, 'value': 2, 'location': 2, 'amenities': 2}",amenities,resolved,True,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,2025-06-01 11:00:08,19.0,True
FB010848,BK010708,1220,5,"The amenities exceeded all my expectations. great spa services Throughout my stay, I was consistently impressed. The attention to detail was truly remarkable. This level of quality really sets this hotel apart. This sets a new standard for excellence.",2025-06-12 11:00:51,positive,amenities,pool,email,es,True,66,"{'cleanliness': 2, 'service': 4, 'value': 5, 'location': 3, 'amenities': 2}","maintenance, facilities, amenities",resolved,False,Your kind words about our amenities mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2025-06-14 09:00:51,46.0,True
FB010849,BK045540,27186,3,"The amenities was adequate for my needs. convenient business center While not exceptional, it met basic expectations. Updated facilities would enhance the experience. There's potential for improvement but it was acceptable overall. Might consider staying again if improvements are made.",2025-06-20 11:00:37,neutral,amenities,pool,web,de,True,96,"{'cleanliness': 2, 'service': 5, 'value': 1, 'location': 3, 'amenities': 5}",quality,resolved,False,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,,2025-06-21 22:00:37,35.0,True
FB010850,BK016788,35011,4,"The dining met standard expectations. authentic local cuisine Nothing particularly stood out, either positively or negatively. Regular maintenance would prevent these issues. It served its purpose but left room for improvement. Met basic needs but left room for improvement.",2025-06-19 14:00:49,neutral,dining,menu variety,mobile,de,True,63,"{'cleanliness': 4, 'service': 5, 'value': 4, 'location': 5, 'amenities': 5}","service, restaurant",resolved,False,We appreciate your honest feedback about our dining. We value your feedback and take it seriously. We are continuously working to improve our services.,We appreciate your honest feedback about our dining. We value your feedback and take it seriously. We are continuously working to improve our services.,2025-06-20 12:00:49,22.0,True
FB010851,BK030101,2344,4,"The dining was adequate for my needs. excellent food quality While not exceptional, it met basic expectations. Regular maintenance would prevent these issues. There's potential for improvement but it was acceptable overall. Hoping to see improvements on my next visit.",2024-08-02 14:00:23,neutral,dining,value,phone,de,True,61,"{'cleanliness': 3, 'service': 3, 'value': 4, 'location': 1, 'amenities': 4}","menu, dining, service",resolved,False,Thank you for your feedback regarding our dining. We value your feedback and take it seriously. We are continuously working to improve our services.,,2024-08-02 22:00:23,8.0,True
FB010852,BK024435,15746,4,"The service exceeded all my expectations. efficient check-in process Throughout my stay, I was consistently impressed. Everything was handled with utmost professionalism. This level of quality really sets this hotel apart. A truly memorable experience worth repeating.",2024-07-18 14:00:56,positive,service,valet,in-person,zh,True,51,"{'cleanliness': 2, 'service': 2, 'value': 1, 'location': 5, 'amenities': 3}",staff,resolved,True,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,,2024-07-20 05:00:56,39.0,True
FB010853,BK011929,6750,4,"My experience with the amenities was mixed. gym equipment outdated Some aspects were good while others needed attention. Better communication between departments is essential. It was generally satisfactory but could be better. Not bad, but not particularly memorable.",2025-04-14 14:00:21,neutral,amenities,pool,mobile,de,True,6,"{'cleanliness': 4, 'service': 1, 'value': 2, 'location': 5, 'amenities': 1}","amenities, facilities, quality",resolved,True,Thank you for sharing your thoughts about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for sharing your thoughts about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,2025-04-14 19:00:21,5.0,True
FB010854,BK008446,2164,4,What an outstanding room experience! spacious and well-maintained Every aspect was carefully thought out. The attention to detail was truly remarkable. It's rare to find this level of excellence. I can't wait to visit again.,2024-01-17 11:00:40,positive,room,amenities,mobile,zh,True,100,"{'cleanliness': 3, 'service': 5, 'value': 1, 'location': 2, 'amenities': 2}","housekeeping, amenities, room quality",resolved,True,We're delighted to hear about your experience with our room. We value your feedback and take it seriously. We hope to see you again!,,2024-01-19 09:00:40,46.0,True
FB010855,BK040687,38816,5,I can't say enough good things about the service. efficient check-in process The quality was consistently high throughout my stay. The attention to detail was truly remarkable. This is exactly what you hope for in a luxury hotel. Looking forward to my next stay here.,2024-07-20 14:00:16,positive,service,valet,email,en,True,49,"{'cleanliness': 5, 'service': 4, 'value': 3, 'location': 1, 'amenities': 5}","professionalism, responsiveness",resolved,False,Your kind words about our service mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,Your kind words about our service mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,2024-07-20 16:00:16,2.0,True
FB010856,BK025430,18060,4,"The amenities met standard expectations. wifi connectivity issues Nothing particularly stood out, either positively or negatively. Investment in modern amenities would help. It served its purpose but left room for improvement. Acceptable, though not outstanding.",2025-01-17 14:00:55,neutral,amenities,gym,phone,fr,True,12,"{'cleanliness': 2, 'service': 2, 'value': 2, 'location': 3, 'amenities': 2}","quality, facilities, maintenance",resolved,False,We appreciate your honest feedback about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,,2025-01-18 17:00:55,27.0,True
FB010857,BK030905,26422,4,"My experience with the amenities was mixed. convenient business center Some aspects were good while others needed attention. Investment in modern amenities would help. It was generally satisfactory but could be better. With some refinements, this could be excellent.",2025-10-01 13:00:23,neutral,amenities,wifi,in-person,es,True,19,"{'cleanliness': 3, 'service': 4, 'value': 1, 'location': 2, 'amenities': 1}","quality, facilities",resolved,False,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,2025-10-03 10:00:23,45.0,True
FB010858,BK023326,10012,5,I had an exceptional dining experience during my stay. beautiful presentation The attention to detail was remarkable. Exemplary in every way possible. I would definitely recommend this aspect of the hotel to others. This experience has made me a loyal customer.,2024-03-17 04:52:49,positive,dining,service,mobile,de,True,3,"{'cleanliness': 4, 'service': 1, 'value': 5, 'location': 5, 'amenities': 3}","dining, restaurant",resolved,False,Your kind words about our dining mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2024-03-17 15:52:49,11.0,True
FB010859,BK042014,12199,3,"The dining was adequate for my needs. authentic local cuisine While not exceptional, it met basic expectations. More attention to detail is needed. There's potential for improvement but it was acceptable overall. Would consider other options next time.",2024-12-04 16:00:55,neutral,dining,value,phone,fr,True,56,"{'cleanliness': 3, 'service': 4, 'value': 1, 'location': 5, 'amenities': 2}",dining,resolved,False,Thank you for your feedback regarding our dining. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for your feedback regarding our dining. We value your feedback and take it seriously. We are continuously working to improve our services.,2024-12-05 20:00:55,28.0,True
FB010860,BK043367,29705,5,"The dining exceeded all my expectations. diverse menu options Throughout my stay, I was consistently impressed. The attention to detail was truly remarkable. This level of quality really sets this hotel apart. Highly recommended for anyone seeking quality.",2024-06-16 13:00:16,positive,dining,food quality,phone,es,True,58,"{'cleanliness': 4, 'service': 1, 'value': 2, 'location': 1, 'amenities': 5}","service, menu",resolved,False,We're delighted to hear about your experience with our dining. We value your feedback and take it seriously. We hope to see you again!,,2024-06-17 05:00:16,16.0,True
FB010861,BK028292,23533,5,"The service exceeded all my expectations. staff was attentive and professional Throughout my stay, I was consistently impressed. A perfect example of luxury hospitality. This level of quality really sets this hotel apart. Exactly what a luxury hotel should be.",2024-07-02 11:00:49,positive,service,front desk,email,fr,True,48,"{'cleanliness': 2, 'service': 5, 'value': 2, 'location': 2, 'amenities': 1}","responsiveness, staff, service quality",resolved,False,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,,2024-07-02 13:00:49,2.0,True
FB010862,BK037184,16339,3,"The service was adequate for my needs. staff was attentive and professional While not exceptional, it met basic expectations. Better staff training would make a significant difference. There's potential for improvement but it was acceptable overall. Met basic needs but left room for improvement.",2025-01-07 14:00:30,neutral,service,concierge,phone,ja,True,10,"{'cleanliness': 4, 'service': 1, 'value': 4, 'location': 3, 'amenities': 4}",service quality,resolved,False,We appreciate your honest feedback about our service. We value your feedback and take it seriously. We are continuously working to improve our services.,We appreciate your honest feedback about our service. We value your feedback and take it seriously. We are continuously working to improve our services.,2025-01-07 16:00:30,2.0,True
FB010863,BK027358,21838,4,My experience with the amenities was mixed. great spa services Some aspects were good while others needed attention. Enhanced quality control measures are necessary. It was generally satisfactory but could be better. Might consider staying again if improvements are made.,2025-04-05 11:00:09,neutral,amenities,gym,email,zh,True,82,"{'cleanliness': 2, 'service': 5, 'value': 3, 'location': 5, 'amenities': 2}","facilities, maintenance, amenities",resolved,False,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,2025-04-06 23:00:09,36.0,True
FB010864,BK008233,3903,5,I can't say enough good things about the service. personalized attention The quality was consistently high throughout my stay. Every aspect exceeded our expectations. This is exactly what you hope for in a luxury hotel. This sets a new standard for excellence.,2024-11-17 04:18:55,positive,service,concierge,web,es,True,63,"{'cleanliness': 5, 'service': 2, 'value': 3, 'location': 5, 'amenities': 4}",responsiveness,resolved,False,Your kind words about our service mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,Your kind words about our service mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,2024-11-18 04:18:55,24.0,True
FB010865,BK020905,26891,3,"The room met standard expectations. lighting could be better Nothing particularly stood out, either positively or negatively. Better staff training would make a significant difference. It served its purpose but left room for improvement. Hoping to see improvements on my next visit.",2024-08-17 13:00:28,neutral,room,maintenance,mobile,de,True,85,"{'cleanliness': 2, 'service': 2, 'value': 1, 'location': 1, 'amenities': 2}",comfort,resolved,False,Thank you for sharing your thoughts about our room. We value your feedback and take it seriously. We are continuously working to improve our services.,,2024-08-17 21:00:28,8.0,True
FB010866,BK021077,10438,4,"My experience with the service was mixed. long wait times at reception Some aspects were good while others needed attention. Enhanced quality control measures are necessary. It was generally satisfactory but could be better. With some refinements, this could be excellent.",2024-07-12 16:00:45,neutral,service,front desk,email,en,True,39,"{'cleanliness': 4, 'service': 3, 'value': 2, 'location': 2, 'amenities': 1}",service quality,resolved,False,Thank you for your feedback regarding our service. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for your feedback regarding our service. We value your feedback and take it seriously. We are continuously working to improve our services.,2024-07-12 19:00:45,3.0,True
FB010867,BK037754,41642,1,The service aspect of my stay was problematic. long wait times at reception This was a letdown given the hotel's reputation. The valet needs a systematic solution. I hope management will address these concerns. Will need to see significant changes before returning.,2024-03-14 13:00:31,negative,service,concierge,phone,zh,True,1,"{'cleanliness': 3, 'service': 3, 'value': 3, 'location': 3, 'amenities': 5}","service quality, professionalism",resolved,True,We're sorry to hear about your issues with our service. We value your feedback and take it seriously. We are continuously working to improve our services. Please contact our guest relations team to discuss this further.,We're sorry to hear about your issues with our service. We value your feedback and take it seriously. We are continuously working to improve our services. Please contact our guest relations team to discuss this further.,2024-03-14 22:00:31,9.0,False
FB010868,BK040572,33545,4,"The room was adequate for my needs. could use updated furniture While not exceptional, it met basic expectations. Investment in modern amenities would help. There's potential for improvement but it was acceptable overall. Not bad, but not particularly memorable.",2024-01-10 14:00:59,neutral,room,amenities,phone,ja,True,74,"{'cleanliness': 1, 'service': 2, 'value': 1, 'location': 1, 'amenities': 1}","comfort, maintenance, amenities",resolved,False,Thank you for sharing your thoughts about our room. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for sharing your thoughts about our room. We value your feedback and take it seriously. We are continuously working to improve our services.,2024-01-10 23:00:59,9.0,True
FB010869,BK030610,29009,4,I had an exceptional amenities experience during my stay. clean and modern gym The attention to detail was remarkable. A perfect example of luxury hospitality. I would definitely recommend this aspect of the hotel to others. A truly memorable experience worth repeating.,2024-07-27 07:44:20,positive,amenities,gym,in-person,fr,True,55,"{'cleanliness': 5, 'service': 4, 'value': 4, 'location': 1, 'amenities': 2}","maintenance, availability",resolved,True,Your kind words about our amenities mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2024-07-28 11:44:20,28.0,True
FB010870,BK017696,18882,5,I can't say enough good things about the service. staff was attentive and professional The quality was consistently high throughout my stay. Couldn't have asked for a better experience. This is exactly what you hope for in a luxury hotel. This sets a new standard for excellence.,2025-03-28 16:00:55,positive,service,room service,mobile,ja,True,87,"{'cleanliness': 1, 'service': 5, 'value': 3, 'location': 1, 'amenities': 5}","service quality, responsiveness, professionalism",resolved,False,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,2025-03-28 18:00:55,2.0,True
FB010871,BK021563,30632,5,I can't say enough good things about the room. comfortable bed and linens The quality was consistently high throughout my stay. Every aspect exceeded our expectations. This is exactly what you hope for in a luxury hotel. This sets a new standard for excellence.,2024-08-18 11:00:53,positive,room,maintenance,phone,de,True,95,"{'cleanliness': 3, 'service': 2, 'value': 4, 'location': 4, 'amenities': 5}",room quality,resolved,False,We're delighted to hear about your experience with our room. We value your feedback and take it seriously. We hope to see you again!,We're delighted to hear about your experience with our room. We value your feedback and take it seriously. We hope to see you again!,2024-08-19 22:00:53,35.0,True
FB010872,BK025906,24213,3,I was disappointed with the amenities experience. limited business center hours This was not what I expected from a hotel of this caliber. A thorough evaluation of the wifi is recommended. Several issues need to be addressed. Expected much better from this caliber of hotel.,2024-03-24 16:00:05,negative,amenities,gym,in-person,fr,True,38,"{'cleanliness': 2, 'service': 3, 'value': 4, 'location': 3, 'amenities': 3}",amenities,resolved,True,We sincerely apologize for your experience with our amenities. We value your feedback and take it seriously. We are continuously working to improve our services. Please contact our guest relations team to discuss this further.,We sincerely apologize for your experience with our amenities. We value your feedback and take it seriously. We are continuously working to improve our services. Please contact our guest relations team to discuss this further.,2024-03-26 03:00:05,35.0,False
FB010873,BK009644,12398,5,"The service exceeded all my expectations. personalized attention Throughout my stay, I was consistently impressed. Everything was handled with utmost professionalism. This level of quality really sets this hotel apart. A truly memorable experience worth repeating.",2025-04-24 11:00:28,positive,service,housekeeping,mobile,fr,True,52,"{'cleanliness': 2, 'service': 4, 'value': 3, 'location': 4, 'amenities': 4}","staff, responsiveness",resolved,True,Thank you for your wonderful feedback about our service! We value your feedback and take it seriously. We look forward to welcoming you back soon.,Thank you for your wonderful feedback about our service! We value your feedback and take it seriously. We look forward to welcoming you back soon.,2025-04-26 09:00:28,46.0,True
FB010874,BK037615,45379,5,"The room exceeded all my expectations. comfortable bed and linens Throughout my stay, I was consistently impressed. The staff went above and beyond. This level of quality really sets this hotel apart. Exactly what a luxury hotel should be.",2025-04-10 14:00:21,positive,room,cleanliness,web,zh,True,98,"{'cleanliness': 5, 'service': 4, 'value': 3, 'location': 3, 'amenities': 4}","room quality, amenities, maintenance",resolved,False,Your kind words about our room mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,Your kind words about our room mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,2025-04-11 06:00:21,16.0,True
FB010875,BK026818,43219,4,I can't say enough good things about the room. spacious and well-maintained The quality was consistently high throughout my stay. Everything was handled with utmost professionalism. This is exactly what you hope for in a luxury hotel. This sets a new standard for excellence.,2025-04-11 11:00:25,positive,room,amenities,phone,en,True,72,"{'cleanliness': 1, 'service': 3, 'value': 4, 'location': 2, 'amenities': 2}",room quality,resolved,True,Thank you for your wonderful feedback about our room! We value your feedback and take it seriously. We look forward to welcoming you back soon.,,2025-04-12 02:00:25,15.0,True
FB010876,BK029622,15685,4,What an outstanding amenities experience! beautiful pool area Every aspect was carefully thought out. Sets the standard for luxury accommodations. It's rare to find this level of excellence. This sets a new standard for excellence.,2025-06-29 14:00:26,positive,amenities,pool,phone,zh,True,14,"{'cleanliness': 3, 'service': 4, 'value': 4, 'location': 1, 'amenities': 5}","amenities, maintenance",resolved,True,Thank you for your wonderful feedback about our amenities! We value your feedback and take it seriously. We look forward to welcoming you back soon.,,2025-07-01 13:00:26,47.0,True
