staff_id,date,shift,department
ST000813,2025-01-17 03:03:28.336604,Night,Front Desk
ST000781,2025-01-17 03:03:28.336604,Morning,Administration
ST000803,2025-01-17 03:03:28.336604,Morning,Administration
ST000404,2025-01-17 03:03:28.336604,Afternoon,Administration
ST000324,2025-01-17 03:03:28.336604,Afternoon,Administration
ST000277,2025-01-17 03:03:28.336604,Night,Administration
ST000044,2025-01-17 03:03:28.336604,Night,Administration
ST000612,2025-01-17 03:03:28.336604,Morning,Food & Beverage
ST000780,2025-01-17 03:03:28.336604,Morning,Food & Beverage
ST000467,2025-01-17 03:03:28.336604,Morning,Food & Beverage
ST000811,2025-01-17 03:03:28.336604,Morning,Food & Beverage
ST000365,2025-01-17 03:03:28.336604,Afternoon,Food & Beverage
ST000457,2025-01-17 03:03:28.336604,Afternoon,Food & Beverage
ST000412,2025-01-17 03:03:28.336604,Afternoon,Food & Beverage
ST000373,2025-01-17 03:03:28.336604,Afternoon,Food & Beverage
ST000658,2025-01-17 03:03:28.336604,Night,Food & Beverage
ST000940,2025-01-17 03:03:28.336604,Night,Food & Beverage
ST000505,2025-01-17 03:03:28.336604,Night,Food & Beverage
ST000333,2025-01-17 03:03:28.336604,Night,Food & Beverage
ST000841,2025-01-17 03:03:28.336604,Morning,Housekeeping
ST000896,2025-01-17 03:03:28.336604,Morning,Housekeeping
ST000250,2025-01-17 03:03:28.336604,Morning,Housekeeping
ST000388,2025-01-17 03:03:28.336604,Morning,Housekeeping
ST000843,2025-01-17 03:03:28.336604,Morning,Housekeeping
ST000276,2025-01-17 03:03:28.336604,Afternoon,Housekeeping
ST000148,2025-01-17 03:03:28.336604,Afternoon,Housekeeping
ST000038,2025-01-17 03:03:28.336604,Afternoon,Housekeeping
ST000052,2025-01-17 03:03:28.336604,Afternoon,Housekeeping
ST000834,2025-01-17 03:03:28.336604,Afternoon,Housekeeping
ST000194,2025-01-17 03:03:28.336604,Night,Housekeeping
ST000843,2025-01-17 03:03:28.336604,Night,Housekeeping
ST000685,2025-01-17 03:03:28.336604,Night,Housekeeping
ST000652,2025-01-17 03:03:28.336604,Night,Housekeeping
ST000776,2025-01-17 03:03:28.336604,Night,Housekeeping
ST000262,2025-01-17 03:03:28.336604,Morning,Spa & Wellness
ST000542,2025-01-17 03:03:28.336604,Morning,Spa & Wellness
ST000147,2025-01-17 03:03:28.336604,Morning,Spa & Wellness
ST000298,2025-01-17 03:03:28.336604,Afternoon,Spa & Wellness
ST000283,2025-01-17 03:03:28.336604,Afternoon,Spa & Wellness
ST000479,2025-01-17 03:03:28.336604,Afternoon,Spa & Wellness
ST000361,2025-01-17 03:03:28.336604,Night,Spa & Wellness
ST000458,2025-01-17 03:03:28.336604,Night,Spa & Wellness
ST000035,2025-01-17 03:03:28.336604,Night,Spa & Wellness
ST000913,2025-01-18 03:03:28.336604,Morning,Security
ST000019,2025-01-18 03:03:28.336604,Morning,Security
ST000375,2025-01-18 03:03:28.336604,Morning,Security
ST000214,2025-01-18 03:03:28.336604,Afternoon,Security
ST000215,2025-01-18 03:03:28.336604,Afternoon,Security
ST000812,2025-01-18 03:03:28.336604,Afternoon,Security
ST000558,2025-01-18 03:03:28.336604,Night,Security
ST000524,2025-01-18 03:03:28.336604,Night,Security
ST000882,2025-01-18 03:03:28.336604,Night,Security
ST000795,2025-01-18 03:03:28.336604,Morning,Maintenance
ST000112,2025-01-18 03:03:28.336604,Morning,Maintenance
ST000234,2025-01-18 03:03:28.336604,Afternoon,Maintenance
ST000063,2025-01-18 03:03:28.336604,Afternoon,Maintenance
ST000511,2025-01-18 03:03:28.336604,Night,Maintenance
ST000391,2025-01-18 03:03:28.336604,Night,Maintenance
ST000556,2025-01-18 03:03:28.336604,Morning,Front Desk
ST000853,2025-01-18 03:03:28.336604,Morning,Front Desk
ST000443,2025-01-18 03:03:28.336604,Morning,Front Desk
ST000939,2025-01-18 03:03:28.336604,Afternoon,Front Desk
ST000971,2025-01-18 03:03:28.336604,Afternoon,Front Desk
ST000637,2025-01-18 03:03:28.336604,Afternoon,Front Desk
ST000273,2025-01-18 03:03:28.336604,Night,Front Desk
ST000135,2025-01-18 03:03:28.336604,Night,Front Desk
ST000587,2025-01-18 03:03:28.336604,Night,Front Desk
ST000549,2025-01-18 03:03:28.336604,Morning,Administration
ST000714,2025-01-18 03:03:28.336604,Morning,Administration
ST000133,2025-01-18 03:03:28.336604,Afternoon,Administration
ST000608,2025-01-18 03:03:28.336604,Afternoon,Administration
ST000830,2025-01-18 03:03:28.336604,Night,Administration
ST000698,2025-01-18 03:03:28.336604,Night,Administration
ST000223,2025-01-18 03:03:28.336604,Morning,Food & Beverage
ST000651,2025-01-18 03:03:28.336604,Morning,Food & Beverage
ST000486,2025-01-18 03:03:28.336604,Morning,Food & Beverage
ST000459,2025-01-18 03:03:28.336604,Morning,Food & Beverage
ST000651,2025-01-18 03:03:28.336604,Afternoon,Food & Beverage
ST000553,2025-01-18 03:03:28.336604,Afternoon,Food & Beverage
ST000757,2025-01-18 03:03:28.336604,Afternoon,Food & Beverage
ST000212,2025-01-18 03:03:28.336604,Afternoon,Food & Beverage
ST000889,2025-01-18 03:03:28.336604,Night,Food & Beverage
ST000031,2025-01-18 03:03:28.336604,Night,Food & Beverage
ST000362,2025-01-18 03:03:28.336604,Night,Food & Beverage
ST000548,2025-01-18 03:03:28.336604,Night,Food & Beverage
ST000657,2025-01-18 03:03:28.336604,Morning,Housekeeping
ST000806,2025-01-18 03:03:28.336604,Morning,Housekeeping
ST000506,2025-01-18 03:03:28.336604,Morning,Housekeeping
ST000382,2025-01-18 03:03:28.336604,Morning,Housekeeping
ST000190,2025-01-18 03:03:28.336604,Morning,Housekeeping
ST000808,2025-01-18 03:03:28.336604,Afternoon,Housekeeping
ST000145,2025-01-18 03:03:28.336604,Afternoon,Housekeeping
ST000245,2025-01-18 03:03:28.336604,Afternoon,Housekeeping
ST000887,2025-01-18 03:03:28.336604,Afternoon,Housekeeping
ST000431,2025-01-18 03:03:28.336604,Afternoon,Housekeeping
ST000394,2025-01-18 03:03:28.336604,Night,Housekeeping
ST000038,2025-01-18 03:03:28.336604,Night,Housekeeping
ST000022,2025-01-18 03:03:28.336604,Night,Housekeeping
ST000417,2025-01-18 03:03:28.336604,Night,Housekeeping
ST000119,2025-01-18 03:03:28.336604,Night,Housekeeping
ST000510,2025-01-18 03:03:28.336604,Morning,Spa & Wellness
ST000464,2025-01-18 03:03:28.336604,Morning,Spa & Wellness
ST000318,2025-01-18 03:03:28.336604,Morning,Spa & Wellness
ST000995,2025-01-18 03:03:28.336604,Afternoon,Spa & Wellness
ST000227,2025-01-18 03:03:28.336604,Afternoon,Spa & Wellness
ST000581,2025-01-18 03:03:28.336604,Afternoon,Spa & Wellness
ST000832,2025-01-18 03:03:28.336604,Night,Spa & Wellness
ST000798,2025-01-18 03:03:28.336604,Night,Spa & Wellness
ST000557,2025-01-18 03:03:28.336604,Night,Spa & Wellness
ST000104,2025-01-19 03:03:28.336604,Morning,Security
ST000970,2025-01-19 03:03:28.336604,Morning,Security
ST000866,2025-01-19 03:03:28.336604,Morning,Security
ST000116,2025-01-19 03:03:28.336604,Afternoon,Security
ST000401,2025-01-19 03:03:28.336604,Afternoon,Security
ST000127,2025-01-19 03:03:28.336604,Afternoon,Security
ST000784,2025-01-19 03:03:28.336604,Night,Security
ST000570,2025-01-19 03:03:28.336604,Night,Security
ST000953,2025-01-19 03:03:28.336604,Night,Security
ST000441,2025-01-19 03:03:28.336604,Morning,Maintenance
ST000590,2025-01-19 03:03:28.336604,Morning,Maintenance
ST000337,2025-01-19 03:03:28.336604,Afternoon,Maintenance
ST000177,2025-01-19 03:03:28.336604,Afternoon,Maintenance
ST000912,2025-01-19 03:03:28.336604,Night,Maintenance
ST000681,2025-01-19 03:03:28.336604,Night,Maintenance
ST000515,2025-01-19 03:03:28.336604,Morning,Front Desk
ST000379,2025-01-19 03:03:28.336604,Morning,Front Desk
ST000594,2025-01-19 03:03:28.336604,Morning,Front Desk
ST000859,2025-01-19 03:03:28.336604,Afternoon,Front Desk
ST000574,2025-01-19 03:03:28.336604,Afternoon,Front Desk
ST000587,2025-01-19 03:03:28.336604,Afternoon,Front Desk
ST000016,2025-01-19 03:03:28.336604,Night,Front Desk
ST000108,2025-01-19 03:03:28.336604,Night,Front Desk
ST000416,2025-01-19 03:03:28.336604,Night,Front Desk
ST000610,2025-01-19 03:03:28.336604,Morning,Administration
ST000763,2025-01-19 03:03:28.336604,Morning,Administration
ST000454,2025-01-19 03:03:28.336604,Afternoon,Administration
ST000979,2025-01-19 03:03:28.336604,Afternoon,Administration
ST000629,2025-01-19 03:03:28.336604,Night,Administration
ST000500,2025-01-19 03:03:28.336604,Night,Administration
ST000187,2025-01-19 03:03:28.336604,Morning,Food & Beverage
ST000446,2025-01-19 03:03:28.336604,Morning,Food & Beverage
ST000764,2025-01-19 03:03:28.336604,Morning,Food & Beverage
ST000347,2025-01-19 03:03:28.336604,Morning,Food & Beverage
ST000171,2025-01-19 03:03:28.336604,Afternoon,Food & Beverage
ST000421,2025-01-19 03:03:28.336604,Afternoon,Food & Beverage
ST000914,2025-01-19 03:03:28.336604,Afternoon,Food & Beverage
ST000465,2025-01-19 03:03:28.336604,Afternoon,Food & Beverage
ST000233,2025-01-19 03:03:28.336604,Night,Food & Beverage
ST000347,2025-01-19 03:03:28.336604,Night,Food & Beverage
ST000223,2025-01-19 03:03:28.336604,Night,Food & Beverage
ST000651,2025-01-19 03:03:28.336604,Night,Food & Beverage
ST000374,2025-01-19 03:03:28.336604,Morning,Housekeeping
ST000119,2025-01-19 03:03:28.336604,Morning,Housekeeping
ST000466,2025-01-19 03:03:28.336604,Morning,Housekeeping
ST000824,2025-01-19 03:03:28.336604,Morning,Housekeeping
ST000281,2025-01-19 03:03:28.336604,Morning,Housekeeping
ST000671,2025-01-19 03:03:28.336604,Afternoon,Housekeeping
ST000593,2025-01-19 03:03:28.336604,Afternoon,Housekeeping
ST000980,2025-01-19 03:03:28.336604,Afternoon,Housekeeping
ST000897,2025-01-19 03:03:28.336604,Afternoon,Housekeeping
ST000145,2025-01-19 03:03:28.336604,Afternoon,Housekeeping
ST000052,2025-01-19 03:03:28.336604,Night,Housekeeping
ST000029,2025-01-19 03:03:28.336604,Night,Housekeeping
ST000598,2025-01-19 03:03:28.336604,Night,Housekeeping
ST000073,2025-01-19 03:03:28.336604,Night,Housekeeping
ST000231,2025-01-19 03:03:28.336604,Night,Housekeeping
ST000739,2025-01-19 03:03:28.336604,Morning,Spa & Wellness
ST000973,2025-01-19 03:03:28.336604,Morning,Spa & Wellness
ST000361,2025-01-19 03:03:28.336604,Morning,Spa & Wellness
ST000867,2025-01-19 03:03:28.336604,Afternoon,Spa & Wellness
ST000392,2025-01-19 03:03:28.336604,Afternoon,Spa & Wellness
ST000176,2025-01-19 03:03:28.336604,Afternoon,Spa & Wellness
ST000918,2025-01-19 03:03:28.336604,Night,Spa & Wellness
ST000142,2025-01-19 03:03:28.336604,Night,Spa & Wellness
ST000867,2025-01-19 03:03:28.336604,Night,Spa & Wellness
ST000049,2025-01-20 03:03:28.336604,Morning,Security
ST000335,2025-01-20 03:03:28.336604,Morning,Security
ST000769,2025-01-20 03:03:28.336604,Morning,Security
ST000370,2025-01-20 03:03:28.336604,Afternoon,Security
ST000093,2025-01-20 03:03:28.336604,Afternoon,Security
ST000937,2025-01-20 03:03:28.336604,Afternoon,Security
ST000226,2025-01-20 03:03:28.336604,Night,Security
ST000974,2025-01-20 03:03:28.336604,Night,Security
ST000735,2025-01-20 03:03:28.336604,Night,Security
ST000451,2025-01-20 03:03:28.336604,Morning,Maintenance
ST000011,2025-01-20 03:03:28.336604,Morning,Maintenance
ST000337,2025-01-20 03:03:28.336604,Afternoon,Maintenance
ST000441,2025-01-20 03:03:28.336604,Afternoon,Maintenance
ST000422,2025-01-20 03:03:28.336604,Night,Maintenance
ST000304,2025-01-20 03:03:28.336604,Night,Maintenance
ST000600,2025-01-20 03:03:28.336604,Morning,Front Desk
ST000344,2025-01-20 03:03:28.336604,Morning,Front Desk
ST000273,2025-01-20 03:03:28.336604,Morning,Front Desk
ST000771,2025-01-20 03:03:28.336604,Afternoon,Front Desk
ST000183,2025-01-20 03:03:28.336604,Afternoon,Front Desk
ST000132,2025-01-20 03:03:28.336604,Afternoon,Front Desk
ST000135,2025-01-20 03:03:28.336604,Night,Front Desk
ST000540,2025-01-20 03:03:28.336604,Night,Front Desk
ST000637,2025-01-20 03:03:28.336604,Night,Front Desk
ST000701,2025-01-20 03:03:28.336604,Morning,Administration
ST000091,2025-01-20 03:03:28.336604,Morning,Administration
ST000504,2025-01-20 03:03:28.336604,Afternoon,Administration
ST000799,2025-01-20 03:03:28.336604,Afternoon,Administration
ST000931,2025-01-20 03:03:28.336604,Night,Administration
ST000732,2025-01-20 03:03:28.336604,Night,Administration
ST000098,2025-01-20 03:03:28.336604,Morning,Food & Beverage
ST000333,2025-01-20 03:03:28.336604,Morning,Food & Beverage
ST000467,2025-01-20 03:03:28.336604,Morning,Food & Beverage
ST000700,2025-01-20 03:03:28.336604,Morning,Food & Beverage
ST000333,2025-01-20 03:03:28.336604,Afternoon,Food & Beverage
ST000695,2025-01-20 03:03:28.336604,Afternoon,Food & Beverage
ST000571,2025-01-20 03:03:28.336604,Afternoon,Food & Beverage
ST000618,2025-01-20 03:03:28.336604,Afternoon,Food & Beverage
ST000228,2025-01-20 03:03:28.336604,Night,Food & Beverage
ST000171,2025-01-20 03:03:28.336604,Night,Food & Beverage
ST000780,2025-01-20 03:03:28.336604,Night,Food & Beverage
ST000983,2025-01-20 03:03:28.336604,Night,Food & Beverage
ST000506,2025-01-20 03:03:28.336604,Morning,Housekeeping
ST000190,2025-01-20 03:03:28.336604,Morning,Housekeeping
ST000584,2025-01-20 03:03:28.336604,Morning,Housekeeping
ST000130,2025-01-20 03:03:28.336604,Morning,Housekeeping
ST000281,2025-01-20 03:03:28.336604,Morning,Housekeeping
ST000639,2025-01-20 03:03:28.336604,Afternoon,Housekeeping
ST000294,2025-01-20 03:03:28.336604,Afternoon,Housekeeping
ST000145,2025-01-20 03:03:28.336604,Afternoon,Housekeeping
ST000834,2025-01-20 03:03:28.336604,Afternoon,Housekeeping
ST000758,2025-01-20 03:03:28.336604,Afternoon,Housekeeping
ST000294,2025-01-20 03:03:28.336604,Night,Housekeeping
ST000639,2025-01-20 03:03:28.336604,Night,Housekeeping
ST000410,2025-01-20 03:03:28.336604,Night,Housekeeping
ST000652,2025-01-20 03:03:28.336604,Night,Housekeeping
ST000357,2025-01-20 03:03:28.336604,Night,Housekeeping
ST000879,2025-01-20 03:03:28.336604,Morning,Spa & Wellness
ST000929,2025-01-20 03:03:28.336604,Morning,Spa & Wellness
ST000703,2025-01-20 03:03:28.336604,Morning,Spa & Wellness
ST000883,2025-01-20 03:03:28.336604,Afternoon,Spa & Wellness
ST000278,2025-01-20 03:03:28.336604,Afternoon,Spa & Wellness
ST000298,2025-01-20 03:03:28.336604,Afternoon,Spa & Wellness
ST000606,2025-01-20 03:03:28.336604,Night,Spa & Wellness
ST000665,2025-01-20 03:03:28.336604,Night,Spa & Wellness
ST000879,2025-01-20 03:03:28.336604,Night,Spa & Wellness
ST000679,2025-01-21 03:03:28.336604,Morning,Security
ST000402,2025-01-21 03:03:28.336604,Morning,Security
ST000810,2025-01-21 03:03:28.336604,Morning,Security
ST000937,2025-01-21 03:03:28.336604,Afternoon,Security
ST000585,2025-01-21 03:03:28.336604,Afternoon,Security
ST000200,2025-01-21 03:03:28.336604,Afternoon,Security
ST000244,2025-01-21 03:03:28.336604,Night,Security
ST000445,2025-01-21 03:03:28.336604,Night,Security
ST000354,2025-01-21 03:03:28.336604,Night,Security
ST000922,2025-01-21 03:03:28.336604,Morning,Maintenance
ST000852,2025-01-21 03:03:28.336604,Morning,Maintenance
ST000578,2025-01-21 03:03:28.336604,Afternoon,Maintenance
ST000084,2025-01-21 03:03:28.336604,Afternoon,Maintenance
ST000716,2025-01-21 03:03:28.336604,Night,Maintenance
ST000916,2025-01-21 03:03:28.336604,Night,Maintenance
ST000023,2025-01-21 03:03:28.336604,Morning,Front Desk
ST000971,2025-01-21 03:03:28.336604,Morning,Front Desk
ST000656,2025-01-21 03:03:28.336604,Morning,Front Desk
ST000499,2025-01-21 03:03:28.336604,Afternoon,Front Desk
ST000869,2025-01-21 03:03:28.336604,Afternoon,Front Desk
ST000587,2025-01-21 03:03:28.336604,Afternoon,Front Desk
ST000089,2025-01-21 03:03:28.336604,Night,Front Desk
ST000998,2025-01-21 03:03:28.336604,Night,Front Desk
ST000137,2025-01-21 03:03:28.336604,Night,Front Desk
ST000714,2025-01-21 03:03:28.336604,Morning,Administration
ST000025,2025-01-21 03:03:28.336604,Morning,Administration
ST000920,2025-01-21 03:03:28.336604,Afternoon,Administration
ST000509,2025-01-21 03:03:28.336604,Afternoon,Administration
ST000788,2025-01-21 03:03:28.336604,Night,Administration
ST000481,2025-01-21 03:03:28.336604,Night,Administration
ST000258,2025-01-21 03:03:28.336604,Morning,Food & Beverage
ST000640,2025-01-21 03:03:28.336604,Morning,Food & Beverage
ST000333,2025-01-21 03:03:28.336604,Morning,Food & Beverage
ST000106,2025-01-21 03:03:28.336604,Morning,Food & Beverage
ST000306,2025-01-21 03:03:28.336604,Afternoon,Food & Beverage
ST000626,2025-01-21 03:03:28.336604,Afternoon,Food & Beverage
ST000432,2025-01-21 03:03:28.336604,Afternoon,Food & Beverage
ST000907,2025-01-21 03:03:28.336604,Afternoon,Food & Beverage
ST000098,2025-01-21 03:03:28.336604,Night,Food & Beverage
ST000497,2025-01-21 03:03:28.336604,Night,Food & Beverage
ST000213,2025-01-21 03:03:28.336604,Night,Food & Beverage
ST000638,2025-01-21 03:03:28.336604,Night,Food & Beverage
ST000101,2025-01-21 03:03:28.336604,Morning,Housekeeping
ST000945,2025-01-21 03:03:28.336604,Morning,Housekeeping
ST000067,2025-01-21 03:03:28.336604,Morning,Housekeeping
ST000193,2025-01-21 03:03:28.336604,Morning,Housekeeping
ST000245,2025-01-21 03:03:28.336604,Morning,Housekeeping
ST000305,2025-01-21 03:03:28.336604,Afternoon,Housekeeping
ST000873,2025-01-21 03:03:28.336604,Afternoon,Housekeeping
ST000831,2025-01-21 03:03:28.336604,Afternoon,Housekeeping
ST000312,2025-01-21 03:03:28.336604,Afternoon,Housekeeping
ST000843,2025-01-21 03:03:28.336604,Afternoon,Housekeeping
ST000547,2025-01-21 03:03:28.336604,Night,Housekeeping
ST000316,2025-01-21 03:03:28.336604,Night,Housekeeping
ST000685,2025-01-21 03:03:28.336604,Night,Housekeeping
ST000838,2025-01-21 03:03:28.336604,Night,Housekeeping
ST000593,2025-01-21 03:03:28.336604,Night,Housekeeping
ST000962,2025-01-21 03:03:28.336604,Morning,Spa & Wellness
ST000995,2025-01-21 03:03:28.336604,Morning,Spa & Wellness
ST000739,2025-01-21 03:03:28.336604,Morning,Spa & Wellness
ST000021,2025-01-21 03:03:28.336604,Afternoon,Spa & Wellness
ST000542,2025-01-21 03:03:28.336604,Afternoon,Spa & Wellness
ST000241,2025-01-21 03:03:28.336604,Afternoon,Spa & Wellness
ST000798,2025-01-21 03:03:28.336604,Night,Spa & Wellness
ST000818,2025-01-21 03:03:28.336604,Night,Spa & Wellness
ST000292,2025-01-21 03:03:28.336604,Night,Spa & Wellness
ST000812,2025-01-22 03:03:28.336604,Morning,Security
ST000042,2025-01-22 03:03:28.336604,Morning,Security
ST000792,2025-01-22 03:03:28.336604,Morning,Security
ST000478,2025-01-22 03:03:28.336604,Afternoon,Security
ST000127,2025-01-22 03:03:28.336604,Afternoon,Security
ST000595,2025-01-22 03:03:28.336604,Afternoon,Security
ST000370,2025-01-22 03:03:28.336604,Night,Security
ST000784,2025-01-22 03:03:28.336604,Night,Security
ST000570,2025-01-22 03:03:28.336604,Night,Security
ST000334,2025-01-22 03:03:28.336604,Morning,Maintenance
ST000369,2025-01-22 03:03:28.336604,Morning,Maintenance
ST000856,2025-01-22 03:03:28.336604,Afternoon,Maintenance
ST000871,2025-01-22 03:03:28.336604,Afternoon,Maintenance
ST000741,2025-01-22 03:03:28.336604,Night,Maintenance
ST000303,2025-01-22 03:03:28.336604,Night,Maintenance
ST000636,2025-01-22 03:03:28.336604,Morning,Front Desk
ST000692,2025-01-22 03:03:28.336604,Morning,Front Desk
ST000556,2025-01-22 03:03:28.336604,Morning,Front Desk
ST000574,2025-01-22 03:03:28.336604,Afternoon,Front Desk
ST000416,2025-01-22 03:03:28.336604,Afternoon,Front Desk
ST000314,2025-01-22 03:03:28.336604,Afternoon,Front Desk
ST000996,2025-01-22 03:03:28.336604,Night,Front Desk
ST000656,2025-01-22 03:03:28.336604,Night,Front Desk
ST000325,2025-01-22 03:03:28.336604,Night,Front Desk
ST000649,2025-01-22 03:03:28.336604,Morning,Administration
ST000878,2025-01-22 03:03:28.336604,Morning,Administration
ST000805,2025-01-22 03:03:28.336604,Afternoon,Administration
ST000920,2025-01-22 03:03:28.336604,Afternoon,Administration
ST000133,2025-01-22 03:03:28.336604,Night,Administration
ST000742,2025-01-22 03:03:28.336604,Night,Administration
ST000658,2025-01-22 03:03:28.336604,Morning,Food & Beverage
ST000790,2025-01-22 03:03:28.336604,Morning,Food & Beverage
ST000031,2025-01-22 03:03:28.336604,Morning,Food & Beverage
ST000591,2025-01-22 03:03:28.336604,Morning,Food & Beverage
ST000456,2025-01-22 03:03:28.336604,Afternoon,Food & Beverage
ST000780,2025-01-22 03:03:28.336604,Afternoon,Food & Beverage
ST000272,2025-01-22 03:03:28.336604,Afternoon,Food & Beverage
ST000889,2025-01-22 03:03:28.336604,Afternoon,Food & Beverage
ST000435,2025-01-22 03:03:28.336604,Night,Food & Beverage
ST000098,2025-01-22 03:03:28.336604,Night,Food & Beverage
ST000914,2025-01-22 03:03:28.336604,Night,Food & Beverage
ST000568,2025-01-22 03:03:28.336604,Night,Food & Beverage
ST000029,2025-01-22 03:03:28.336604,Morning,Housekeeping
ST000397,2025-01-22 03:03:28.336604,Morning,Housekeeping
ST000245,2025-01-22 03:03:28.336604,Morning,Housekeeping
ST000064,2025-01-22 03:03:28.336604,Morning,Housekeeping
ST000999,2025-01-22 03:03:28.336604,Morning,Housekeeping
ST000101,2025-01-22 03:03:28.336604,Afternoon,Housekeeping
ST000671,2025-01-22 03:03:28.336604,Afternoon,Housekeeping
ST000808,2025-01-22 03:03:28.336604,Afternoon,Housekeeping
ST000744,2025-01-22 03:03:28.336604,Afternoon,Housekeeping
ST000989,2025-01-22 03:03:28.336604,Afternoon,Housekeeping
ST000684,2025-01-22 03:03:28.336604,Night,Housekeeping
ST000670,2025-01-22 03:03:28.336604,Night,Housekeeping
ST000517,2025-01-22 03:03:28.336604,Night,Housekeeping
ST000114,2025-01-22 03:03:28.336604,Night,Housekeeping
ST000776,2025-01-22 03:03:28.336604,Night,Housekeeping
ST000858,2025-01-22 03:03:28.336604,Morning,Spa & Wellness
ST000264,2025-01-22 03:03:28.336604,Morning,Spa & Wellness
ST000542,2025-01-22 03:03:28.336604,Morning,Spa & Wellness
ST000641,2025-01-22 03:03:28.336604,Afternoon,Spa & Wellness
ST000287,2025-01-22 03:03:28.336604,Afternoon,Spa & Wellness
ST000822,2025-01-22 03:03:28.336604,Afternoon,Spa & Wellness
ST000729,2025-01-22 03:03:28.336604,Night,Spa & Wellness
ST000879,2025-01-22 03:03:28.336604,Night,Spa & Wellness
ST000147,2025-01-22 03:03:28.336604,Night,Spa & Wellness
ST000609,2025-01-23 03:03:28.336604,Morning,Security
ST000206,2025-01-23 03:03:28.336604,Morning,Security
ST000645,2025-01-23 03:03:28.336604,Morning,Security
ST000778,2025-01-23 03:03:28.336604,Afternoon,Security
ST000113,2025-01-23 03:03:28.336604,Afternoon,Security
ST000354,2025-01-23 03:03:28.336604,Afternoon,Security
ST000330,2025-01-23 03:03:28.336604,Night,Security
ST000642,2025-01-23 03:03:28.336604,Night,Security
ST000001,2025-01-23 03:03:28.336604,Night,Security
ST000730,2025-01-23 03:03:28.336604,Morning,Maintenance
ST000346,2025-01-23 03:03:28.336604,Morning,Maintenance
ST000646,2025-01-23 03:03:28.336604,Afternoon,Maintenance
ST000575,2025-01-23 03:03:28.336604,Afternoon,Maintenance
ST000094,2025-01-23 03:03:28.336604,Night,Maintenance
ST000377,2025-01-23 03:03:28.336604,Night,Maintenance
ST000821,2025-01-23 03:03:28.336604,Morning,Front Desk
ST000484,2025-01-23 03:03:28.336604,Morning,Front Desk
ST000528,2025-01-23 03:03:28.336604,Morning,Front Desk
ST000140,2025-01-23 03:03:28.336604,Afternoon,Front Desk
ST000199,2025-01-23 03:03:28.336604,Afternoon,Front Desk
ST000293,2025-01-23 03:03:28.336604,Afternoon,Front Desk
ST000260,2025-01-23 03:03:28.336604,Night,Front Desk
ST000966,2025-01-23 03:03:28.336604,Night,Front Desk
ST000996,2025-01-23 03:03:28.336604,Night,Front Desk
ST000317,2025-01-23 03:03:28.336604,Morning,Administration
ST000742,2025-01-23 03:03:28.336604,Morning,Administration
ST000504,2025-01-23 03:03:28.336604,Afternoon,Administration
ST000429,2025-01-23 03:03:28.336604,Afternoon,Administration
ST000632,2025-01-23 03:03:28.336604,Night,Administration
ST000442,2025-01-23 03:03:28.336604,Night,Administration
ST000031,2025-01-23 03:03:28.336604,Morning,Food & Beverage
ST000098,2025-01-23 03:03:28.336604,Morning,Food & Beverage
ST000457,2025-01-23 03:03:28.336604,Morning,Food & Beverage
ST000907,2025-01-23 03:03:28.336604,Morning,Food & Beverage
ST000955,2025-01-23 03:03:28.336604,Afternoon,Food & Beverage
ST000508,2025-01-23 03:03:28.336604,Afternoon,Food & Beverage
ST000491,2025-01-23 03:03:28.336604,Afternoon,Food & Beverage
ST000362,2025-01-23 03:03:28.336604,Afternoon,Food & Beverage
ST000313,2025-01-23 03:03:28.336604,Night,Food & Beverage
ST000347,2025-01-23 03:03:28.336604,Night,Food & Beverage
ST000568,2025-01-23 03:03:28.336604,Night,Food & Beverage
ST000827,2025-01-23 03:03:28.336604,Night,Food & Beverage
ST000331,2025-01-23 03:03:28.336604,Morning,Housekeeping
ST000845,2025-01-23 03:03:28.336604,Morning,Housekeeping
ST000657,2025-01-23 03:03:28.336604,Morning,Housekeeping
ST000897,2025-01-23 03:03:28.336604,Morning,Housekeeping
ST000715,2025-01-23 03:03:28.336604,Morning,Housekeeping
ST000897,2025-01-23 03:03:28.336604,Afternoon,Housekeeping
ST000052,2025-01-23 03:03:28.336604,Afternoon,Housekeeping
ST000431,2025-01-23 03:03:28.336604,Afternoon,Housekeeping
ST000635,2025-01-23 03:03:28.336604,Afternoon,Housekeeping
ST000207,2025-01-23 03:03:28.336604,Afternoon,Housekeeping
ST000397,2025-01-23 03:03:28.336604,Night,Housekeeping
ST000357,2025-01-23 03:03:28.336604,Night,Housekeeping
ST000684,2025-01-23 03:03:28.336604,Night,Housekeeping
ST000245,2025-01-23 03:03:28.336604,Night,Housekeeping
ST000394,2025-01-23 03:03:28.336604,Night,Housekeeping
ST000361,2025-01-23 03:03:28.336604,Morning,Spa & Wellness
ST000252,2025-01-23 03:03:28.336604,Morning,Spa & Wellness
ST000278,2025-01-23 03:03:28.336604,Morning,Spa & Wellness
ST000447,2025-01-23 03:03:28.336604,Afternoon,Spa & Wellness
ST000883,2025-01-23 03:03:28.336604,Afternoon,Spa & Wellness
ST000065,2025-01-23 03:03:28.336604,Afternoon,Spa & Wellness
ST000703,2025-01-23 03:03:28.336604,Night,Spa & Wellness
ST000255,2025-01-23 03:03:28.336604,Night,Spa & Wellness
ST000283,2025-01-23 03:03:28.336604,Night,Spa & Wellness
