appointment_id,booking_id,customer_id,service_type,department,appointment_date,appointment_end,duration_minutes,description,cost,status,staff_id,staff_name
SA000678,BK022485,17648,Spa Treatment,Spa & Wellness,2025-01-09 09:00:00,2025-01-09 11:00:00,120,Aromatherapy massage for 120 minutes using Western techniques with Essential Oils. Stress Relief.,203.71,Scheduled,ST000819,Staff Member
SA000679,BK022485,17648,Wellness Consultation,Spa & Wellness,2025-01-09 11:00:00,2025-01-09 12:00:00,60,60-minute Health Coaching consultation focusing on Sleep Improvement. Personalized Plan.,109.35,Scheduled,ST000819,Staff Member
SA000680,BK022522,4532,Spa Treatment,Spa & Wellness,2025-01-31 09:00:00,2025-01-31 11:00:00,120,Premium Swedish experience for 120 minutes incorporating Western massage with Herbal Products. Muscle Recovery.,277.4,Scheduled,ST000147,Staff Member
SA000681,BK022600,7589,Wellness Consultation,Spa & Wellness,2025-01-08 09:00:00,2025-01-08 10:00:00,60,In-depth Wellness Strategy session for 60 minutes addressing Diet Optimization. Expert Guidance.,118.94,Scheduled,ST000033,Staff Member
SA000682,BK022614,20418,Spa Treatment,Spa & Wellness,2025-01-13 10:00:00,2025-01-13 11:30:00,90,Aromatherapy massage for 90 minutes using Eastern techniques with Luxury Oils. Relaxation.,193.52,Scheduled,ST000283,Staff Member
SA000683,BK022694,15163,Wellness Consultation,Spa & Wellness,2025-01-30 09:45:00,2025-01-30 10:45:00,60,60-minute Health Coaching consultation focusing on Work-Life Balance. Personalized Plan.,150.25,Scheduled,ST000822,Staff Member
SA000684,BK022694,15163,Massage Therapy,Spa & Wellness,2025-01-30 13:00:00,2025-01-30 14:30:00,90,90-minute Sports Massage massage using Swedish techniques. Focus on Sport-Specific for Faster Recovery.,98.52,Scheduled,ST000822,Staff Member
SA000685,BK022781,13349,Spa Treatment,Spa & Wellness,2025-01-21 10:00:00,2025-01-21 11:30:00,90,Hot Stone massage for 90 minutes using Modern techniques with Herbal Products. Stress Relief.,244.31,Scheduled,ST000021,Staff Member
SA000686,BK022919,40782,Wellness Consultation,Spa & Wellness,2025-01-10 15:30:00,2025-01-10 16:30:00,60,60-minute Wellness Strategy consultation focusing on Stress Management. Personalized Plan.,111.7,Scheduled,ST000079,Staff Member
SA000687,BK023045,37278,Spa Treatment,Spa & Wellness,2025-01-07 09:00:00,2025-01-07 11:00:00,120,Deep Tissue massage for 120 minutes using Western techniques with Essential Oils. Improved Circulation.,192.9,Scheduled,ST000928,Staff Member
SA000688,BK023075,12764,Wellness Consultation,Spa & Wellness,2025-01-22 09:30:00,2025-01-22 10:15:00,45,In-depth Health Coaching session for 45 minutes addressing Work-Life Balance. Lifestyle Enhancement.,110.98,Scheduled,ST000287,Staff Member
SA000689,BK023082,37435,Spa Treatment,Spa & Wellness,2025-01-27 10:30:00,2025-01-27 12:00:00,90,Hot Stone massage for 90 minutes using Western techniques with Herbal Products. Muscle Recovery.,222.81,Scheduled,ST000371,Staff Member
SA000690,BK023166,1301,Spa Treatment,Spa & Wellness,2025-01-16 14:30:00,2025-01-16 16:30:00,120,Luxurious 120-minute Deep Tissue treatment featuring Organic Products and Traditional methods. Muscle Recovery.,283.43,Scheduled,ST000580,Staff Member
SA000691,BK023236,21927,Massage Therapy,Spa & Wellness,2025-01-07 16:00:00,2025-01-07 17:00:00,60,60-minute Relaxation massage using Swedish techniques. Focus on Sport-Specific for Stress Reduction.,146.8,Scheduled,ST000227,Staff Member
SA000692,BK023245,1417,Wellness Consultation,Spa & Wellness,2025-01-26 10:00:00,2025-01-26 10:45:00,45,In-depth Health Coaching session for 45 minutes addressing Work-Life Balance. Expert Guidance.,91.73,Scheduled,ST000654,Staff Member
SA000693,BK023298,22592,Spa Treatment,Spa & Wellness,2025-02-01 13:00:00,2025-02-01 14:30:00,90,Aromatherapy massage for 90 minutes using Eastern techniques with Organic Products. Stress Relief.,179.81,Scheduled,ST000143,Staff Member
SA000694,BK023303,28062,Wellness Consultation,Spa & Wellness,2025-01-07 11:00:00,2025-01-07 11:45:00,45,45-minute Wellness Strategy consultation focusing on Sleep Improvement. Expert Guidance.,141.35,Scheduled,ST000928,Staff Member
SA000695,BK023342,407,Wellness Consultation,Spa & Wellness,2025-01-22 10:15:00,2025-01-22 11:15:00,60,In-depth Health Coaching session for 60 minutes addressing Sleep Improvement. Personalized Plan.,170.22,Scheduled,ST000287,Staff Member
SA000696,BK023365,36859,Wellness Consultation,Spa & Wellness,2025-01-31 16:00:00,2025-01-31 17:00:00,60,In-depth Health Coaching session for 60 minutes addressing Diet Optimization. Personalized Plan.,144.23,Scheduled,ST000951,Staff Member
SA000697,BK023365,36859,Wellness Consultation,Spa & Wellness,2025-01-31 11:00:00,2025-01-31 12:00:00,60,60-minute Wellness Strategy consultation focusing on Sleep Improvement. Expert Guidance.,102.19,Scheduled,ST000147,Staff Member
SA000698,BK023456,14718,Massage Therapy,Spa & Wellness,2025-01-11 16:30:00,2025-01-11 17:00:00,30,Targeted 30-minute Sports Massage treatment employing Swedish methods for Tension Relief. Faster Recovery.,98.19,Scheduled,ST000532,Staff Member
SA000699,BK023465,25678,Massage Therapy,Spa & Wellness,2025-01-29 13:00:00,2025-01-29 14:30:00,90,Specialized Recovery therapy session for 90 minutes with Myofascial Release approach. Improved Mobility.,135.95,Scheduled,ST000819,Staff Member
SA000700,BK023571,41119,Spa Treatment,Spa & Wellness,2025-01-18 09:00:00,2025-01-18 10:00:00,60,Premium Hot Stone experience for 60 minutes incorporating Eastern massage with Herbal Products. Stress Relief.,244.41,Scheduled,ST000318,Staff Member
SA000701,BK023571,41119,Spa Treatment,Spa & Wellness,2025-01-18 10:00:00,2025-01-18 12:00:00,120,Aromatherapy massage for 120 minutes using Traditional techniques with Herbal Products. Stress Relief.,231.73,Scheduled,ST000318,Staff Member
SA000702,BK023584,24773,Spa Treatment,Spa & Wellness,2025-01-11 13:00:00,2025-01-11 15:00:00,120,Premium Aromatherapy experience for 120 minutes incorporating Traditional massage with Essential Oils. Relaxation.,267.66,Scheduled,ST000255,Staff Member
SA000703,BK023584,24773,Spa Treatment,Spa & Wellness,2025-01-11 15:00:00,2025-01-11 17:00:00,120,Deep Tissue massage for 120 minutes using Western techniques with Essential Oils. Muscle Recovery.,244.81,Scheduled,ST000255,Staff Member
SA000704,BK023596,33603,Massage Therapy,Spa & Wellness,2025-01-18 13:00:00,2025-01-18 14:00:00,60,60-minute Recovery massage using Trigger Point techniques. Focus on Sport-Specific for Improved Mobility.,173.51,Scheduled,ST000318,Staff Member
SA000705,BK023596,33603,Massage Therapy,Spa & Wellness,2025-01-18 14:00:00,2025-01-18 15:00:00,60,60-minute Relaxation massage using Deep Tissue techniques. Focus on Problem Areas for Pain Relief.,119.52,Scheduled,ST000318,Staff Member
SA000706,BK023600,2238,Spa Treatment,Spa & Wellness,2025-01-07 13:00:00,2025-01-07 15:00:00,120,Hot Stone massage for 120 minutes using Eastern techniques with Organic Products. Improved Circulation.,174.31,Scheduled,ST000928,Staff Member
SA000707,BK023600,2238,Massage Therapy,Spa & Wellness,2025-01-07 15:00:00,2025-01-07 16:00:00,60,Targeted 60-minute Sports Massage treatment employing Trigger Point methods for Tension Relief. Improved Mobility.,188.44,Scheduled,ST000928,Staff Member
SA000708,BK023627,40118,Wellness Consultation,Spa & Wellness,2025-01-21 16:15:00,2025-01-21 17:00:00,45,In-depth Wellness Strategy session for 45 minutes addressing Work-Life Balance. Expert Guidance.,92.07,Scheduled,ST000739,Staff Member
SA000709,BK023627,40118,Spa Treatment,Spa & Wellness,2025-01-21 13:00:00,2025-01-21 14:00:00,60,Luxurious 60-minute Swedish treatment featuring Herbal Products and Western methods. Improved Circulation.,230.52,Scheduled,ST000021,Staff Member
SA000710,BK023811,2684,Massage Therapy,Spa & Wellness,2025-01-23 14:00:00,2025-01-23 15:30:00,90,90-minute Therapeutic massage using Myofascial Release techniques. Focus on Problem Areas for Pain Relief.,166.81,Scheduled,ST000278,Staff Member
SA000711,BK023838,34802,Wellness Consultation,Spa & Wellness,2025-01-07 16:00:00,2025-01-07 16:45:00,45,Comprehensive 45-minute Lifestyle Assessment assessment targeting Stress Management. Personalized Plan.,167.65,Scheduled,ST000928,Staff Member
SA000712,BK023838,34802,Spa Treatment,Spa & Wellness,2025-01-07 09:00:00,2025-01-07 11:00:00,120,Deep Tissue massage for 120 minutes using Traditional techniques with Herbal Products. Improved Circulation.,287.67,Scheduled,ST000021,Staff Member
SA000713,BK023838,34802,Spa Treatment,Spa & Wellness,2025-01-07 13:00:00,2025-01-07 15:00:00,120,Premium Swedish experience for 120 minutes incorporating Western massage with Herbal Products. Stress Relief.,267.2,Scheduled,ST000021,Staff Member
SA000714,BK023916,26005,Spa Treatment,Spa & Wellness,2025-01-30 14:30:00,2025-01-30 16:30:00,120,Premium Aromatherapy experience for 120 minutes incorporating Eastern massage with Luxury Oils. Relaxation.,237.83,Scheduled,ST000822,Staff Member
SA000715,BK023974,49715,Wellness Consultation,Spa & Wellness,2025-01-08 10:00:00,2025-01-08 11:00:00,60,60-minute Nutrition Planning consultation focusing on Sleep Improvement. Lifestyle Enhancement.,142.8,Scheduled,ST000033,Staff Member
SA000716,BK024001,7066,Massage Therapy,Spa & Wellness,2025-01-05 16:30:00,2025-01-05 17:00:00,30,30-minute Recovery massage using Deep Tissue techniques. Focus on Full Body for Improved Mobility.,116.04,Scheduled,ST000407,Staff Member
SA000717,BK024041,25548,Massage Therapy,Spa & Wellness,2025-01-28 11:30:00,2025-01-28 12:00:00,30,Targeted 30-minute Recovery treatment employing Deep Tissue methods for Problem Areas. Pain Relief.,127.32,Scheduled,ST000361,Staff Member
SA000718,BK024064,46607,Spa Treatment,Spa & Wellness,2025-01-26 13:00:00,2025-01-26 14:30:00,90,Premium Swedish experience for 90 minutes incorporating Western massage with Luxury Oils. Relaxation.,283.85,Scheduled,ST000654,Staff Member
SA000719,BK024125,26609,Wellness Consultation,Spa & Wellness,2025-01-21 14:00:00,2025-01-21 14:45:00,45,45-minute Wellness Strategy consultation focusing on Sleep Improvement. Personalized Plan.,136.14,Scheduled,ST000021,Staff Member
SA000720,BK024143,3593,Wellness Consultation,Spa & Wellness,2025-01-20 09:00:00,2025-01-20 10:00:00,60,Comprehensive 60-minute Nutrition Planning assessment targeting Sleep Improvement. Lifestyle Enhancement.,156.52,Scheduled,ST000278,Staff Member
SA000721,BK024161,26273,Wellness Consultation,Spa & Wellness,2025-01-24 13:00:00,2025-01-24 13:45:00,45,Comprehensive 45-minute Lifestyle Assessment assessment targeting Diet Optimization. Personalized Plan.,142.45,Scheduled,ST000768,Staff Member
SA000722,BK024163,45561,Massage Therapy,Spa & Wellness,2025-01-27 15:45:00,2025-01-27 16:45:00,60,Specialized Recovery therapy session for 60 minutes with Swedish approach. Stress Reduction.,85.51,Scheduled,ST000941,Staff Member
SA000723,BK024223,13097,Wellness Consultation,Spa & Wellness,2025-01-17 09:45:00,2025-01-17 10:30:00,45,In-depth Lifestyle Assessment session for 45 minutes addressing Stress Management. Personalized Plan.,163.62,Scheduled,ST000298,Staff Member
SA000724,BK024276,30975,Wellness Consultation,Spa & Wellness,2025-01-07 11:00:00,2025-01-07 12:00:00,60,Comprehensive 60-minute Nutrition Planning assessment targeting Work-Life Balance. Personalized Plan.,179.02,Scheduled,ST000021,Staff Member
SA000725,BK024319,9195,Massage Therapy,Spa & Wellness,2025-01-28 14:00:00,2025-01-28 15:00:00,60,Targeted 60-minute Recovery treatment employing Swedish methods for Tension Relief. Stress Reduction.,168.89,Scheduled,ST000361,Staff Member
SA000726,BK024389,41403,Massage Therapy,Spa & Wellness,2025-01-16 09:00:00,2025-01-16 10:30:00,90,Targeted 90-minute Therapeutic treatment employing Deep Tissue methods for Sport-Specific. Pain Relief.,156.86,Scheduled,ST000179,Staff Member
SA000727,BK024389,41403,Massage Therapy,Spa & Wellness,2025-01-16 10:30:00,2025-01-16 11:30:00,60,60-minute Relaxation massage using Swedish techniques. Focus on Sport-Specific for Improved Mobility.,190.73,Scheduled,ST000179,Staff Member
SA000728,BK024447,39396,Spa Treatment,Spa & Wellness,2025-01-29 10:45:00,2025-01-29 11:45:00,60,Luxurious 60-minute Aromatherapy treatment featuring Luxury Oils and Western methods. Muscle Recovery.,176.56,Scheduled,ST000819,Staff Member
SA000729,BK024510,17810,Spa Treatment,Spa & Wellness,2025-01-27 13:00:00,2025-01-27 14:00:00,60,Luxurious 60-minute Deep Tissue treatment featuring Organic Products and Eastern methods. Relaxation.,186.66,Scheduled,ST000371,Staff Member
SA000730,BK024572,48755,Massage Therapy,Spa & Wellness,2025-01-16 13:00:00,2025-01-16 14:30:00,90,Targeted 90-minute Relaxation treatment employing Deep Tissue methods for Full Body. Improved Mobility.,125.1,Scheduled,ST000179,Staff Member
SA000731,BK024572,48755,Wellness Consultation,Spa & Wellness,2025-01-16 14:30:00,2025-01-16 15:30:00,60,In-depth Nutrition Planning session for 60 minutes addressing Work-Life Balance. Lifestyle Enhancement.,167.04,Scheduled,ST000179,Staff Member
SA000732,BK024604,34900,Massage Therapy,Spa & Wellness,2025-01-07 15:00:00,2025-01-07 16:00:00,60,Targeted 60-minute Relaxation treatment employing Deep Tissue methods for Full Body. Faster Recovery.,175.29,Scheduled,ST000021,Staff Member
SA000733,BK024648,17279,Massage Therapy,Spa & Wellness,2025-02-01 15:45:00,2025-02-01 16:45:00,60,Specialized Therapeutic therapy session for 60 minutes with Swedish approach. Stress Reduction.,137.14,Scheduled,ST000767,Staff Member
SA000734,BK024736,48915,Wellness Consultation,Spa & Wellness,2025-01-10 09:00:00,2025-01-10 09:45:00,45,In-depth Lifestyle Assessment session for 45 minutes addressing Work-Life Balance. Lifestyle Enhancement.,102.43,Scheduled,ST000663,Staff Member
SA000735,BK024736,48915,Wellness Consultation,Spa & Wellness,2025-01-10 09:45:00,2025-01-10 10:45:00,60,Comprehensive 60-minute Health Coaching assessment targeting Diet Optimization. Lifestyle Enhancement.,122.41,Scheduled,ST000663,Staff Member
SA000736,BK024762,39067,Massage Therapy,Spa & Wellness,2025-01-27 14:00:00,2025-01-27 15:00:00,60,Specialized Relaxation therapy session for 60 minutes with Myofascial Release approach. Improved Mobility.,199.61,Scheduled,ST000371,Staff Member
SA000737,BK024779,47304,Wellness Consultation,Spa & Wellness,2025-01-18 15:00:00,2025-01-18 16:00:00,60,60-minute Health Coaching consultation focusing on Sleep Improvement. Actionable Goals.,91.38,Scheduled,ST000318,Staff Member
SA000738,BK024829,36487,Spa Treatment,Spa & Wellness,2025-01-07 09:00:00,2025-01-07 10:30:00,90,Luxurious 90-minute Deep Tissue treatment featuring Luxury Oils and Modern methods. Improved Circulation.,269.76,Scheduled,ST000144,Staff Member
SA000739,BK024851,37458,Massage Therapy,Spa & Wellness,2025-01-11 15:30:00,2025-01-11 17:00:00,90,Targeted 90-minute Sports Massage treatment employing Trigger Point methods for Problem Areas. Pain Relief.,151.76,Scheduled,ST000867,Staff Member
SA000740,BK024949,22139,Massage Therapy,Spa & Wellness,2025-01-07 16:00:00,2025-01-07 17:00:00,60,Targeted 60-minute Sports Massage treatment employing Deep Tissue methods for Sport-Specific. Pain Relief.,136.89,Scheduled,ST000021,Staff Member
SA000741,BK025012,14645,Spa Treatment,Spa & Wellness,2025-01-28 15:00:00,2025-01-28 16:30:00,90,Swedish massage for 90 minutes using Traditional techniques with Organic Products. Muscle Recovery.,296.89,Scheduled,ST000361,Staff Member
SA000742,BK025012,14645,Massage Therapy,Spa & Wellness,2025-01-28 09:00:00,2025-01-28 10:30:00,90,Targeted 90-minute Therapeutic treatment employing Deep Tissue methods for Full Body. Improved Mobility.,130.68,Scheduled,ST000650,Staff Member
SA000743,BK025197,11173,Spa Treatment,Spa & Wellness,2025-01-07 10:30:00,2025-01-07 12:00:00,90,Premium Swedish experience for 90 minutes incorporating Western massage with Herbal Products. Improved Circulation.,272.73,Scheduled,ST000144,Staff Member
SA000744,BK025221,38070,Massage Therapy,Spa & Wellness,2025-01-06 11:30:00,2025-01-06 12:00:00,30,Specialized Recovery therapy session for 30 minutes with Deep Tissue approach. Improved Mobility.,162.93,Scheduled,ST000886,Staff Member
SA000745,BK025255,17201,Spa Treatment,Spa & Wellness,2025-01-08 13:00:00,2025-01-08 15:00:00,120,Aromatherapy massage for 120 minutes using Modern techniques with Luxury Oils. Improved Circulation.,260.3,Scheduled,ST000033,Staff Member
SA000746,BK025256,2240,Massage Therapy,Spa & Wellness,2025-01-11 11:00:00,2025-01-11 12:00:00,60,Targeted 60-minute Recovery treatment employing Trigger Point methods for Sport-Specific. Stress Reduction.,184.38,Scheduled,ST000255,Staff Member
SA000747,BK025289,43641,Spa Treatment,Spa & Wellness,2025-01-23 15:30:00,2025-01-23 17:00:00,90,Luxurious 90-minute Hot Stone treatment featuring Organic Products and Western methods. Muscle Recovery.,169.15,Scheduled,ST000278,Staff Member
SA000748,BK025412,20435,Massage Therapy,Spa & Wellness,2025-01-16 16:30:00,2025-01-16 17:00:00,30,30-minute Therapeutic massage using Trigger Point techniques. Focus on Problem Areas for Improved Mobility.,109.84,Scheduled,ST000580,Staff Member
SA000749,BK025431,39100,Wellness Consultation,Spa & Wellness,2025-01-07 13:00:00,2025-01-07 13:45:00,45,In-depth Lifestyle Assessment session for 45 minutes addressing Stress Management. Lifestyle Enhancement.,159.42,Scheduled,ST000144,Staff Member
SA000750,BK025435,10130,Spa Treatment,Spa & Wellness,2025-01-30 10:45:00,2025-01-30 11:45:00,60,Luxurious 60-minute Aromatherapy treatment featuring Organic Products and Eastern methods. Stress Relief.,221.25,Scheduled,ST000822,Staff Member
SA000751,BK025522,1387,Massage Therapy,Spa & Wellness,2025-01-28 16:30:00,2025-01-28 17:00:00,30,Specialized Relaxation therapy session for 30 minutes with Myofascial Release approach. Improved Mobility.,133.5,Scheduled,ST000361,Staff Member
SA000752,BK025535,33778,Massage Therapy,Spa & Wellness,2025-01-17 10:30:00,2025-01-17 11:30:00,60,Specialized Recovery therapy session for 60 minutes with Trigger Point approach. Improved Mobility.,194.25,Scheduled,ST000298,Staff Member
SA000753,BK025622,32247,Massage Therapy,Spa & Wellness,2025-02-02 09:00:00,2025-02-02 10:30:00,90,90-minute Recovery massage using Swedish techniques. Focus on Full Body for Improved Mobility.,132.58,Scheduled,ST000469,Staff Member
SA000754,BK025635,1812,Spa Treatment,Spa & Wellness,2025-01-07 13:45:00,2025-01-07 15:45:00,120,Premium Swedish experience for 120 minutes incorporating Modern massage with Luxury Oils. Improved Circulation.,299.25,Scheduled,ST000144,Staff Member
SA000755,BK025726,9162,Spa Treatment,Spa & Wellness,2025-02-03 09:00:00,2025-02-03 10:00:00,60,Luxurious 60-minute Hot Stone treatment featuring Luxury Oils and Eastern methods. Stress Relief.,227.39,Scheduled,ST000858,Staff Member
SA000756,BK025726,9162,Massage Therapy,Spa & Wellness,2025-02-03 10:00:00,2025-02-03 11:00:00,60,60-minute Relaxation massage using Deep Tissue techniques. Focus on Tension Relief for Improved Mobility.,160.46,Scheduled,ST000858,Staff Member
SA000757,BK025726,9162,Wellness Consultation,Spa & Wellness,2025-02-03 16:15:00,2025-02-03 17:00:00,45,Comprehensive 45-minute Wellness Strategy assessment targeting Sleep Improvement. Expert Guidance.,177.62,Scheduled,ST000385,Staff Member
SA000758,BK025731,4824,Spa Treatment,Spa & Wellness,2025-01-15 16:00:00,2025-01-15 17:00:00,60,Swedish massage for 60 minutes using Modern techniques with Herbal Products. Relaxation.,272.13,Scheduled,ST000867,Staff Member
SA000759,BK025759,41084,Wellness Consultation,Spa & Wellness,2025-01-07 15:45:00,2025-01-07 16:45:00,60,Comprehensive 60-minute Wellness Strategy assessment targeting Sleep Improvement. Personalized Plan.,119.78,Scheduled,ST000144,Staff Member
SA000760,BK025796,36901,Wellness Consultation,Spa & Wellness,2025-01-07 09:00:00,2025-01-07 10:00:00,60,In-depth Lifestyle Assessment session for 60 minutes addressing Work-Life Balance. Actionable Goals.,154.88,Scheduled,ST000056,Staff Member
SA000761,BK025817,34698,Massage Therapy,Spa & Wellness,2025-01-16 15:30:00,2025-01-16 17:00:00,90,90-minute Recovery massage using Deep Tissue techniques. Focus on Full Body for Faster Recovery.,88.72,Scheduled,ST000179,Staff Member
SA000762,BK025819,34265,Spa Treatment,Spa & Wellness,2025-01-08 15:00:00,2025-01-08 16:30:00,90,Deep Tissue massage for 90 minutes using Traditional techniques with Luxury Oils. Improved Circulation.,252.26,Scheduled,ST000033,Staff Member
SA000763,BK025819,34265,Spa Treatment,Spa & Wellness,2025-01-08 09:00:00,2025-01-08 11:00:00,120,Luxurious 120-minute Swedish treatment featuring Organic Products and Western methods. Improved Circulation.,278.34,Scheduled,ST000176,Staff Member
SA000764,BK025887,32035,Spa Treatment,Spa & Wellness,2025-01-09 13:00:00,2025-01-09 15:00:00,120,Premium Aromatherapy experience for 120 minutes incorporating Traditional massage with Luxury Oils. Improved Circulation.,135.41,Scheduled,ST000819,Staff Member
SA000765,BK025912,41947,Wellness Consultation,Spa & Wellness,2025-01-17 13:00:00,2025-01-17 14:00:00,60,In-depth Lifestyle Assessment session for 60 minutes addressing Stress Management. Actionable Goals.,113.34,Scheduled,ST000298,Staff Member
SA000766,BK025923,6979,Massage Therapy,Spa & Wellness,2025-01-06 16:30:00,2025-01-06 17:00:00,30,Specialized Sports Massage therapy session for 30 minutes with Myofascial Release approach. Stress Reduction.,122.39,Scheduled,ST000794,Staff Member
SA000767,BK025923,6979,Wellness Consultation,Spa & Wellness,2025-01-07 10:00:00,2025-01-07 11:00:00,60,60-minute Health Coaching consultation focusing on Diet Optimization. Lifestyle Enhancement.,125.45,Scheduled,ST000056,Staff Member
SA000768,BK025954,47295,Wellness Consultation,Spa & Wellness,2025-01-10 10:45:00,2025-01-10 11:45:00,60,60-minute Wellness Strategy consultation focusing on Stress Management. Actionable Goals.,146.71,Scheduled,ST000663,Staff Member
SA000769,BK025973,26939,Wellness Consultation,Spa & Wellness,2025-01-07 11:00:00,2025-01-07 12:00:00,60,60-minute Nutrition Planning consultation focusing on Diet Optimization. Expert Guidance.,145.67,Scheduled,ST000056,Staff Member
SA000770,BK026019,39388,Massage Therapy,Spa & Wellness,2025-01-08 11:00:00,2025-01-08 12:00:00,60,60-minute Recovery massage using Myofascial Release techniques. Focus on Problem Areas for Improved Mobility.,92.31,Scheduled,ST000033,Staff Member
SA000771,BK026019,39388,Wellness Consultation,Spa & Wellness,2025-01-08 11:00:00,2025-01-08 12:00:00,60,60-minute Nutrition Planning consultation focusing on Work-Life Balance. Lifestyle Enhancement.,118.04,Scheduled,ST000176,Staff Member
SA000772,BK026045,17430,Wellness Consultation,Spa & Wellness,2025-01-24 13:45:00,2025-01-24 14:30:00,45,In-depth Lifestyle Assessment session for 45 minutes addressing Work-Life Balance. Actionable Goals.,128.86,Scheduled,ST000768,Staff Member
SA000773,BK026093,43741,Spa Treatment,Spa & Wellness,2025-01-23 09:00:00,2025-01-23 10:00:00,60,Hot Stone massage for 60 minutes using Traditional techniques with Essential Oils. Stress Relief.,254.6,Scheduled,ST000447,Staff Member
SA000774,BK026163,6292,Spa Treatment,Spa & Wellness,2025-02-02 10:30:00,2025-02-02 11:30:00,60,Aromatherapy massage for 60 minutes using Western techniques with Luxury Oils. Relaxation.,203.64,Scheduled,ST000469,Staff Member
SA000775,BK026163,6292,Wellness Consultation,Spa & Wellness,2025-02-02 13:00:00,2025-02-02 14:00:00,60,In-depth Health Coaching session for 60 minutes addressing Work-Life Balance. Actionable Goals.,150.11,Scheduled,ST000469,Staff Member
SA000776,BK026173,42232,Wellness Consultation,Spa & Wellness,2025-01-15 10:30:00,2025-01-15 11:30:00,60,In-depth Wellness Strategy session for 60 minutes addressing Diet Optimization. Expert Guidance.,139.58,Scheduled,ST000928,Staff Member
SA000777,BK026283,23185,Wellness Consultation,Spa & Wellness,2025-01-18 16:00:00,2025-01-18 16:45:00,45,45-minute Nutrition Planning consultation focusing on Stress Management. Expert Guidance.,106.68,Scheduled,ST000318,Staff Member
SA000778,BK026320,3777,Massage Therapy,Spa & Wellness,2025-01-21 16:30:00,2025-01-21 17:00:00,30,Specialized Sports Massage therapy session for 30 minutes with Deep Tissue approach. Improved Mobility.,151.32,Scheduled,ST000995,Staff Member
SA000779,BK026396,27062,Massage Therapy,Spa & Wellness,2025-01-06 11:30:00,2025-01-06 12:00:00,30,Targeted 30-minute Relaxation treatment employing Deep Tissue methods for Tension Relief. Pain Relief.,142.05,Scheduled,ST000191,Staff Member
SA000780,BK026401,693,Spa Treatment,Spa & Wellness,2025-01-07 13:00:00,2025-01-07 14:30:00,90,Premium Deep Tissue experience for 90 minutes incorporating Modern massage with Essential Oils. Improved Circulation.,204.49,Scheduled,ST000056,Staff Member
SA000781,BK026401,693,Spa Treatment,Spa & Wellness,2025-01-07 14:30:00,2025-01-07 16:00:00,90,Premium Aromatherapy experience for 90 minutes incorporating Western massage with Essential Oils. Relaxation.,199.81,Scheduled,ST000056,Staff Member
SA000782,BK026431,7153,Spa Treatment,Spa & Wellness,2025-01-07 09:00:00,2025-01-07 11:00:00,120,Premium Swedish experience for 120 minutes incorporating Traditional massage with Herbal Products. Relaxation.,122.55,Scheduled,ST000267,Staff Member
SA000783,BK026454,3976,Wellness Consultation,Spa & Wellness,2025-01-31 13:00:00,2025-01-31 13:45:00,45,45-minute Wellness Strategy consultation focusing on Stress Management. Lifestyle Enhancement.,98.9,Scheduled,ST000147,Staff Member
SA000784,BK026524,34263,Wellness Consultation,Spa & Wellness,2025-01-10 13:00:00,2025-01-10 14:00:00,60,60-minute Lifestyle Assessment consultation focusing on Stress Management. Expert Guidance.,101.44,Scheduled,ST000663,Staff Member
SA000785,BK026524,34263,Spa Treatment,Spa & Wellness,2025-01-10 14:00:00,2025-01-10 15:30:00,90,Swedish massage for 90 minutes using Eastern techniques with Herbal Products. Improved Circulation.,229.23,Scheduled,ST000663,Staff Member
SA000786,BK026595,14293,Spa Treatment,Spa & Wellness,2025-01-27 15:00:00,2025-01-27 16:00:00,60,Premium Hot Stone experience for 60 minutes incorporating Eastern massage with Organic Products. Stress Relief.,171.5,Scheduled,ST000371,Staff Member
SA000787,BK026604,4220,Spa Treatment,Spa & Wellness,2025-01-30 09:00:00,2025-01-30 10:00:00,60,Deep Tissue massage for 60 minutes using Eastern techniques with Essential Oils. Relaxation.,181.27,Scheduled,ST000512,Staff Member
SA000788,BK026604,4220,Spa Treatment,Spa & Wellness,2025-01-30 10:00:00,2025-01-30 11:00:00,60,Premium Aromatherapy experience for 60 minutes incorporating Modern massage with Luxury Oils. Improved Circulation.,167.48,Scheduled,ST000512,Staff Member
SA000789,BK026608,20733,Massage Therapy,Spa & Wellness,2025-01-06 11:30:00,2025-01-06 12:00:00,30,30-minute Relaxation massage using Deep Tissue techniques. Focus on Sport-Specific for Stress Reduction.,152.7,Scheduled,ST000173,Staff Member
SA000790,BK026620,12261,Wellness Consultation,Spa & Wellness,2025-01-07 16:00:00,2025-01-07 17:00:00,60,Comprehensive 60-minute Nutrition Planning assessment targeting Diet Optimization. Lifestyle Enhancement.,125.54,Scheduled,ST000056,Staff Member
SA000791,BK026635,9263,Massage Therapy,Spa & Wellness,2025-01-14 09:00:00,2025-01-14 10:30:00,90,90-minute Therapeutic massage using Deep Tissue techniques. Focus on Tension Relief for Improved Mobility.,99.21,Scheduled,ST000879,Staff Member
SA000792,BK026635,9263,Massage Therapy,Spa & Wellness,2025-01-14 11:30:00,2025-01-14 12:00:00,30,Specialized Recovery therapy session for 30 minutes with Trigger Point approach. Pain Relief.,146.13,Scheduled,ST000858,Staff Member
